"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"2341519";"01011";"1";"CAABB";"0002568";"14530-1636";"Lansoprazol Sandoz maagsapresist. harde caps. 98x 30mg";0;"maagsapresist. harde caps.";1;"lansoprazol";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"0852533";"01365";"1";"CEBA";"0003020";"14589-943";"Lansoyl Paraffine or. gel 225g 3,91g/5g";0;"or. gel";1;"paraffine (vloeibaar)";;;3.9100;"g";"/";5.0000;"g";0.0000;;true;false
"1763481";"00933";"1";"EAADA";"0004259";"14597-2097";"Lantus inj. oploss. s.c. [patr.] 5x3ml 100E/1ml";0;"inj. oploss. s.c. [patr.]";1;"insuline glargine";;;100.0000;"E";"/";1.0000;"ml";0.0000;;true;false
"2539856";"00933";"1";"EAADA";"0004259";"14597-2097";"Lantus inj. oploss. s.c. Solostar [voorgev. pen] 5x3ml 100E/1ml";0;"inj. oploss. s.c. Solostar [voorgev. pen]";1;"insuline glargine";;;100.0000;"E";"/";1.0000;"ml";0.0000;;true;false
"0055145";"01744";"1";"MABBF";"0012807";"14605-232";"Lanvis tabl. (deelb.) 25x 40mg";0;"tabl. (deelb. niet kwantit.)";1;"tioguanine";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"0323972";"01105";"1";"KCBABA";"0019398";"14613-604";"Lariam tabl. (deelb. in 4) 8x 250mg";0;"tabl. (deelb. in 4 kwantit.)";1;"mefloquine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"3973542";"02482";"1";"JADC";"0018101";"41632-1982";"Laseaxan zachte caps. 28x 80mg";0;"zachte caps.";1;"Lavandula angustifolia (olie)";;;80.0000;"mg";;0.0000;;0.0000;;true;false
"4237491";"02482";"1";"JADC";"0018101";"41632-1982";"Laseaxan zachte caps. 42x 80mg";0;"zachte caps.";1;"Lavandula angustifolia (olie)";;;80.0000;"mg";;0.0000;;0.0000;;true;false
"4961876";"02482";"1";"JADC";"0018101";"41632-1982";"Laseaxan zachte caps. 84x 80mg";0;"zachte caps.";1;"Lavandula angustifolia (olie)";;;80.0000;"mg";;0.0000;;0.0000;;true;false
"3154416";"00789";"1";"ADABB";"0000463";"14621-2097";"Lasix inf. oploss. (conc.) i.v. [amp.] 6x 250mg/25ml";0;"inf. oploss. (conc.) i.v. [amp.]";1;"furosemide";;;250.0000;"mg";"/";25.0000;"ml";0.0000;;true;false
"3070414";"00789";"1";"ADABB";"0000463";"14621-2097";"Lasix inj./inf. oploss. i.m./i.v. [amp.] 6x 20mg/2ml";0;"inj./inf. oploss. i.m./i.v. [amp.]";1;"furosemide";;;20.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"0117572";"00789";"1";"ADABB";"0000463";"14621-2097";"Lasix tabl. (deelb.) 50x 40mg";0;"tabl. (deelb. kwantit.)";1;"furosemide";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"0117622";"00789";"1";"ADABB";"0000463";"14621-2097";"Lasix tabl. (deelb. in 4) 20x 500mg";0;"tabl. (deelb. in 4 kwantit.)";1;"furosemide";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2804631";"01017";"1";"PDDB";"0018515";"14654-612";"Latanoprost EG ocul. druppels oploss. 1x2,5ml 50µg/1ml";0;"ocul. druppels oploss.";1;"latanoprost";;;50.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"2802858";"01017";"1";"PDDB";"0018515";"14654-612";"Latanoprost EG ocul. druppels oploss. 3x2,5ml 50µg/1ml";0;"ocul. druppels oploss.";1;"latanoprost";;;50.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"3258324";"01017";"1";"PDFB";"0025981";"32094-612";"Latanoprost/Timolol EG 50/5 ocul. druppels oploss. 3x2,5ml";0;"ocul. druppels oploss.";1;"latanoprost";;;50.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"3258324";"01740";"1";"PDFB";"0025981";"32094-612";"Latanoprost/Timolol EG 50/5 ocul. druppels oploss. 3x2,5ml";0;"ocul. druppels oploss.";2;"timolol";;;5.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3004520";"01017";"1";"PDDB";"0018515";"14662-1289";"Latanoprost Viatris ocul. druppels oploss. 1x2,5ml 50µg/1ml";0;"ocul. druppels oploss.";1;"latanoprost";;;50.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"2889533";"01017";"1";"PDDB";"0018515";"14696-2485";"Latanotears ocul. druppels oploss. 3x2,5ml 50µg/1ml";0;"ocul. druppels oploss.";1;"latanoprost";;;50.0000;"µg";"/";1.0000;"ml";0.0000;;true;false
"3051380";"00650";"1";"FBAAB";"0005348";"14712-3160";"Lavinia 0,02/0,1 filmomh. tabl. 13x21";0;"filmomh. tabl.";1;"ethinylestradiol";;;0.0200;"mg";;0.0000;;0.0000;;true;false
"3051380";"01046";"1";"FBAAB";"0005348";"14712-3160";"Lavinia 0,02/0,1 filmomh. tabl. 13x21";0;"filmomh. tabl.";2;"levonorgestrel";;;0.1000;"mg";;0.0000;;0.0000;;true;false
"3051372";"00650";"1";"FBAAB";"0005348";"14712-3160";"Lavinia 0,02/0,1 filmomh. tabl. 3x21";0;"filmomh. tabl.";1;"ethinylestradiol";;;0.0200;"mg";;0.0000;;0.0000;;true;false
"3051372";"01046";"1";"FBAAB";"0005348";"14712-3160";"Lavinia 0,02/0,1 filmomh. tabl. 3x21";0;"filmomh. tabl.";2;"levonorgestrel";;;0.1000;"mg";;0.0000;;0.0000;;true;false
"0057448";"00547";"1";"CEGA";"0003251";"14738-3103";"Laxavit 250/14,85 rect. oploss. 3x12ml";0;"rect. oploss.";1;"docusaat natrium";;;250.0000;"mg";"/";12.0000;"ml";0.0000;;true;false
"0057448";"00831";"1";"CEGA";"0003251";"14738-3103";"Laxavit 250/14,85 rect. oploss. 3x12ml";0;"rect. oploss.";2;"glycerol";;;14.8500;"g";"/";12.0000;"ml";0.0000;;true;false
"2563492";"01077";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 20x";0;"oploss. (pdr., zakjes) Natuur";1;"macrogol 3.350";;;13.1250;"g";;0.0000;;0.0000;;true;false
"2563492";"01243";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 20x";0;"oploss. (pdr., zakjes) Natuur";2;"natrium chloride";;;350.7000;"mg";;0.0000;;0.0000;;true;false
"2563492";"02002";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 20x";0;"oploss. (pdr., zakjes) Natuur";3;"natrium waterstofcarbonaat";;;178.5000;"mg";;0.0000;;0.0000;;true;false
"2563492";"00977";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 20x";0;"oploss. (pdr., zakjes) Natuur";4;"kalium chloride";;;46.6000;"mg";;0.0000;;0.0000;;true;false
"2713113";"01077";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 50x";0;"oploss. (pdr., zakjes) Natuur";1;"macrogol 3.350";;;13.1250;"g";;0.0000;;0.0000;;true;false
"2713113";"01243";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 50x";0;"oploss. (pdr., zakjes) Natuur";2;"natrium chloride";;;350.7000;"mg";;0.0000;;0.0000;;true;false
"2713113";"02002";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 50x";0;"oploss. (pdr., zakjes) Natuur";3;"natrium waterstofcarbonaat";;;178.5000;"mg";;0.0000;;0.0000;;true;false
"2713113";"00977";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Natuur 50x";0;"oploss. (pdr., zakjes) Natuur";4;"kalium chloride";;;46.6000;"mg";;0.0000;;0.0000;;true;false
"2563468";"01077";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 20x";0;"oploss. (pdr., zakjes) Sinaasappel";1;"macrogol 3.350";;;13.1250;"g";;0.0000;;0.0000;;true;false
"2563468";"01243";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 20x";0;"oploss. (pdr., zakjes) Sinaasappel";2;"natrium chloride";;;350.7000;"mg";;0.0000;;0.0000;;true;false
"2563468";"02002";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 20x";0;"oploss. (pdr., zakjes) Sinaasappel";3;"natrium waterstofcarbonaat";;;178.5000;"mg";;0.0000;;0.0000;;true;false
"2563468";"00977";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 20x";0;"oploss. (pdr., zakjes) Sinaasappel";4;"kalium chloride";;;46.6000;"mg";;0.0000;;0.0000;;true;false
"2713105";"01077";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 50x";0;"oploss. (pdr., zakjes) Sinaasappel";1;"macrogol 3.350";;;13.1250;"g";;0.0000;;0.0000;;true;false
"2713105";"01243";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 50x";0;"oploss. (pdr., zakjes) Sinaasappel";2;"natrium chloride";;;350.7000;"mg";;0.0000;;0.0000;;true;false
"2713105";"02002";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 50x";0;"oploss. (pdr., zakjes) Sinaasappel";3;"natrium waterstofcarbonaat";;;178.5000;"mg";;0.0000;;0.0000;;true;false
"2713105";"00977";"1";"CECBC";"0003111";"14746-1883";"Laxido oploss. (pdr., zakjes) Sinaasappel 50x";0;"oploss. (pdr., zakjes) Sinaasappel";4;"kalium chloride";;;46.6000;"mg";;0.0000;;0.0000;;true;false
"0053330";"01401";"1";"CEDAB";"0003236";"14753-3624";"Laxoberon druppels oploss. 15ml 7,5mg/1ml";0;"druppels oploss.";1;"picosulfaat natrium";;;7.5000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4925285";"02884";"1";"MBCFA";"8900649";"50666-935";"Lazcluze filmomh. tabl. 28x 240mg";0;"filmomh. tabl.";1;"lazertinib";;;240.0000;"mg";;0.0000;;0.0000;;true;false
"4925277";"02884";"1";"MBCFA";"8900649";"50666-935";"Lazcluze filmomh. tabl. 56x 80mg";0;"filmomh. tabl.";1;"lazertinib";;;80.0000;"mg";;0.0000;;0.0000;;true;false
"4387775";"01037";"1";"JFGA";"0008698";"45161-612";"Lecigimon 20/5/20 intest. gel [patr.] 7x47ml";0;"intest. gel [patr.]";1;"levodopa";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4387775";"00290";"1";"JFGA";"0008698";"45161-612";"Lecigimon 20/5/20 intest. gel [patr.] 7x47ml";0;"intest. gel [patr.]";2;"carbidopa";;;5.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4387775";"00601";"1";"JFGA";"0008698";"45161-612";"Lecigimon 20/5/20 intest. gel [patr.] 7x47ml";0;"intest. gel [patr.]";3;"entacapon";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3949906";"00447";"1";"PBCC";"0028423";"40600-2444";"Lecrolyn ocul. druppels oploss. [zonder bew.] 10ml 40mg/1ml";0;"ocul. druppels oploss. [zonder bew.]";1;"cromoglicaat dinatrium";;;40.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4426839";"02600";"1";"OMC";"8902108";"44388-2626";"Ledaga gel 60g 160µg/1g";0;"gel";1;"chloormethine";;;160.0000;"µg";"/";1.0000;"g";0.0000;;true;false
"4481628";"01149";"1";"IBAA";"0029132";"14761-1446";"Ledertrexate inj. oploss./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. [flac.] 5x 5mg/2ml";0;"inj. oploss./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. [flac.]";1;"methotrexaat";;;5.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"1092857";"01149";"1";"IBAA";"0029132";"14761-1446";"Ledertrexate tabl. 30x 2,5mg";0;"tabl.";1;"methotrexaat";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"2804532";"01019";"1";"IBCA";"0007120";"14779-1024";"Leflunomide Medac filmomh. tabl. 100x 10mg";0;"filmomh. tabl.";1;"leflunomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3187184";"01019";"1";"IBCA";"0007120";"14779-1024";"Leflunomide Medac filmomh. tabl. 100x 15mg";0;"filmomh. tabl.";1;"leflunomide";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2804565";"01019";"1";"IBCA";"0007120";"14779-1024";"Leflunomide Medac filmomh. tabl. (deelb.) 100x 20mg";0;"filmomh. tabl. (deelb. kwantit.)";1;"leflunomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2792125";"01019";"1";"IBCA";"0007120";"14787-1636";"Leflunomide Sandoz filmomh. tabl. 100x 10mg";0;"filmomh. tabl.";1;"leflunomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2792117";"01019";"1";"IBCA";"0007120";"14787-1636";"Leflunomide Sandoz filmomh. tabl. (deelb.) 100x 20mg";0;"filmomh. tabl. (deelb. kwantit.)";1;"leflunomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"1287960";"01613";"1";"CCBA";"0002766";"14795-4598";"Legalon harde caps. 60x 140mg";0;"harde caps.";1;"Silybum marianum (silymarine)";;;140.0000;"mg";;0.0000;;0.0000;;true;false
"3174141";"01613";"1";"CCBA";"0002766";"14795-885";"Legalon (Impexeco) harde caps. 60x 140mg";0;"harde caps.";1;"Silybum marianum (silymarine)";;;140.0000;"mg";;0.0000;;0.0000;;true;false
"4721213";"01613";"1";"CCBA";"0002766";"14795-3418";"Legalon (Orifarm Belgium) harde caps. 60x 140mg";0;"harde caps.";1;"Silybum marianum (silymarine)";;;140.0000;"mg";;0.0000;;0.0000;;true;false
"3349982";"01611";"1";"TABCA";"0002808";"14803-1289";"Legalon-Sil inf. oploss. (pdr.) i.v. [flac.] 4x 350mg";0;"inf. oploss. (pdr.) i.v. [flac.]";1;"silibinine";;;350.0000;"mg";;0.0000;;0.0000;;true;false
"1436013";"01795";"1";"QDAA";"0016014";"14811-612";"Lemocin 4/2/1 orofar. zuigtabl. 50x";0;"orofar. zuigtabl.";1;"tyrothricine";;;4.0000;"mg";;0.0000;;0.0000;;true;false
"1436013";"00328";"1";"QDAA";"0016014";"14811-612";"Lemocin 4/2/1 orofar. zuigtabl. 50x";0;"orofar. zuigtabl.";2;"cetrimide";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"1436013";"01049";"1";"QDAA";"0016014";"14811-612";"Lemocin 4/2/1 orofar. zuigtabl. 50x";0;"orofar. zuigtabl.";3;"lidocaïne";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"3137395";"01951";"1";"LCBDAA";"0021089";"14837-2097";"Lemtrada inf. oploss. (conc.) i.v. [flac.] 1x 12mg/1,2ml";0;"inf. oploss. (conc.) i.v. [flac.]";1;"alemtuzumab";;;12.0000;"mg";"/";1.2000;"ml";0.0000;;true;false
"4332243";"01020";"1";"MCDA";"8900789";"44693-67";"Lenalidomide Accord harde caps. 21x 10mg";0;"harde caps.";1;"lenalidomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4332235";"01020";"1";"MCDA";"8900789";"44693-67";"Lenalidomide Accord harde caps. 21x 15mg";0;"harde caps.";1;"lenalidomide";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4332227";"01020";"1";"MCDA";"8900789";"44693-67";"Lenalidomide Accord harde caps. 21x 20mg";0;"harde caps.";1;"lenalidomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4332276";"01020";"1";"MCDA";"8900789";"44693-67";"Lenalidomide Accord harde caps. 21x 2,5mg";0;"harde caps.";1;"lenalidomide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"4332219";"01020";"1";"MCDA";"8900789";"44693-67";"Lenalidomide Accord harde caps. 21x 25mg";0;"harde caps.";1;"lenalidomide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4332268";"01020";"1";"MCDA";"8900789";"44693-67";"Lenalidomide Accord harde caps. 21x 5mg";0;"harde caps.";1;"lenalidomide";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4332250";"01020";"1";"MCDA";"8900789";"44693-67";"Lenalidomide Accord harde caps. 21x 7,5mg";0;"harde caps.";1;"lenalidomide";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"4426789";"01020";"1";"MCDA";"8900789";"44776-612";"Lenalidomide EG harde caps. 21x 10mg";0;"harde caps.";1;"lenalidomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4426797";"01020";"1";"MCDA";"8900789";"44776-612";"Lenalidomide EG harde caps. 21x 15mg";0;"harde caps.";1;"lenalidomide";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4426805";"01020";"1";"MCDA";"8900789";"44776-612";"Lenalidomide EG harde caps. 21x 20mg";0;"harde caps.";1;"lenalidomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4426755";"01020";"1";"MCDA";"8900789";"44776-612";"Lenalidomide EG harde caps. 21x 2,5mg";0;"harde caps.";1;"lenalidomide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"4426813";"01020";"1";"MCDA";"8900789";"44776-612";"Lenalidomide EG harde caps. 21x 25mg";0;"harde caps.";1;"lenalidomide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4426763";"01020";"1";"MCDA";"8900789";"44776-612";"Lenalidomide EG harde caps. 21x 5mg";0;"harde caps.";1;"lenalidomide";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4426771";"01020";"1";"MCDA";"8900789";"44776-612";"Lenalidomide EG harde caps. 21x 7,5mg";0;"harde caps.";1;"lenalidomide";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"4479994";"01020";"1";"MCDA";"8900789";"45385-2485";"Lenalidomide Eugia harde caps. 21x 10mg";0;"harde caps.";1;"lenalidomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4479986";"01020";"1";"MCDA";"8900789";"45385-2485";"Lenalidomide Eugia harde caps. 21x 15mg";0;"harde caps.";1;"lenalidomide";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4479978";"01020";"1";"MCDA";"8900789";"45385-2485";"Lenalidomide Eugia harde caps. 21x 20mg";0;"harde caps.";1;"lenalidomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4480026";"01020";"1";"MCDA";"8900789";"45385-2485";"Lenalidomide Eugia harde caps. 21x 2,5mg";0;"harde caps.";1;"lenalidomide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"4479960";"01020";"1";"MCDA";"8900789";"45385-2485";"Lenalidomide Eugia harde caps. 21x 25mg";0;"harde caps.";1;"lenalidomide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4480018";"01020";"1";"MCDA";"8900789";"45385-2485";"Lenalidomide Eugia harde caps. 21x 5mg";0;"harde caps.";1;"lenalidomide";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4480000";"01020";"1";"MCDA";"8900789";"45385-2485";"Lenalidomide Eugia harde caps. 21x 7,5mg";0;"harde caps.";1;"lenalidomide";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"4769626";"02789";"1";"MCDA";"8900789";"48363-4465";"Lenalidomide Grindeks harde caps. 21x 10mg";0;"harde caps.";1;"lenalidomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4769634";"02789";"1";"MCDA";"8900789";"48363-4465";"Lenalidomide Grindeks harde caps. 21x 15mg";0;"harde caps.";1;"lenalidomide";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4769642";"02789";"1";"MCDA";"8900789";"48363-4465";"Lenalidomide Grindeks harde caps. 21x 20mg";0;"harde caps.";1;"lenalidomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4769667";"02789";"1";"MCDA";"8900789";"48363-4465";"Lenalidomide Grindeks harde caps. 21x 2,5mg";0;"harde caps.";1;"lenalidomide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"4769659";"02789";"1";"MCDA";"8900789";"48363-4465";"Lenalidomide Grindeks harde caps. 21x 25mg";0;"harde caps.";1;"lenalidomide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4769618";"02789";"1";"MCDA";"8900789";"48363-4465";"Lenalidomide Grindeks harde caps. 21x 5mg";0;"harde caps.";1;"lenalidomide";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4769675";"02789";"1";"MCDA";"8900789";"48363-4465";"Lenalidomide Grindeks harde caps. 21x 7,5mg";0;"harde caps.";1;"lenalidomide";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"4422879";"02635";"1";"MCDA";"8900789";"45187-2303";"Lenalidomide Krka harde caps. 21x 10mg";0;"harde caps.";1;"lenalidomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4422887";"02635";"1";"MCDA";"8900789";"45187-2303";"Lenalidomide Krka harde caps. 21x 15mg";0;"harde caps.";1;"lenalidomide";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4422895";"02635";"1";"MCDA";"8900789";"45187-2303";"Lenalidomide Krka harde caps. 21x 20mg";0;"harde caps.";1;"lenalidomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4422374";"02635";"1";"MCDA";"8900789";"45187-2303";"Lenalidomide Krka harde caps. 21x 2,5mg";0;"harde caps.";1;"lenalidomide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"4422903";"02635";"1";"MCDA";"8900789";"45187-2303";"Lenalidomide Krka harde caps. 21x 25mg";0;"harde caps.";1;"lenalidomide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4422382";"02635";"1";"MCDA";"8900789";"45187-2303";"Lenalidomide Krka harde caps. 21x 5mg";0;"harde caps.";1;"lenalidomide";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4422390";"02635";"1";"MCDA";"8900789";"45187-2303";"Lenalidomide Krka harde caps. 21x 7,5mg";0;"harde caps.";1;"lenalidomide";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"4413928";"01020";"1";"MCDA";"8900789";"44701-1289";"Lenalidomide Mylan harde caps. 21x 10mg";0;"harde caps.";1;"lenalidomide";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4413936";"01020";"1";"MCDA";"8900789";"44701-1289";"Lenalidomide Mylan harde caps. 21x 15mg";0;"harde caps.";1;"lenalidomide";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4413944";"01020";"1";"MCDA";"8900789";"44701-1289";"Lenalidomide Mylan harde caps. 21x 20mg";0;"harde caps.";1;"lenalidomide";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4413894";"01020";"1";"MCDA";"8900789";"44701-1289";"Lenalidomide Mylan harde caps. 21x 2,5mg";0;"harde caps.";1;"lenalidomide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"4413951";"01020";"1";"MCDA";"8900789";"44701-1289";"Lenalidomide Mylan harde caps. 21x 25mg";0;"harde caps.";1;"lenalidomide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4413902";"01020";"1";"MCDA";"8900789";"44701-1289";"Lenalidomide Mylan harde caps. 21x 5mg";0;"harde caps.";1;"lenalidomide";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4413910";"01020";"1";"MCDA";"8900789";"44701-1289";"Lenalidomide Mylan harde caps. 21x 7,5mg";0;"harde caps.";1;"lenalidomide";;;7.5000;"mg";;0.0000;;0.0000;;true;false
"3143658";"00247";"1";"JAAC";"0007500";"14845-885";"Lendormin (Impexeco) tabl. (deelb.) 30x 0,25mg";0;"tabl. (deelb. kwantit.)";1;"brotizolam";;;0.2500;"mg";;0.0000;;0.0000;;true;false
"0893891";"00247";"1";"JAAC";"0007500";"14845-372";"Lendormin tabl. (deelb.) 30x 0,25mg";0;"tabl. (deelb. kwantit.)";1;"brotizolam";;;0.2500;"mg";;0.0000;;0.0000;;true;false
"4502043";"02391";"1";"MBCLA";"8900706";"38877-3269";"Lenvima (Abacus) harde caps. 30x 4mg";0;"harde caps.";1;"lenvatinib";;;4.0000;"mg";;0.0000;;0.0000;;true;false
"3699857";"02391";"1";"MBCLA";"8900706";"38877-562";"Lenvima harde caps. 30x 10mg";0;"harde caps.";1;"lenvatinib";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3699865";"02391";"1";"MBCLA";"8900706";"38877-562";"Lenvima harde caps. 30x 4mg";0;"harde caps.";1;"lenvatinib";;;4.0000;"mg";;0.0000;;0.0000;;true;false
"3466489";"00640";"1";"FCABA";"0005611";"33530-760";"Lenzetto transderm. spray oploss. (doseerpomp) 1x56dos. 1,53mg/1dos.";0;"transderm. spray oploss. (doseerpomp)";1;"estradiol";;;1.5300;"mg";"/";1.0000;"dos.";0.0000;;true;false
"4928453";"00640";"1";"FCABA";"0005611";"33530-760";"Lenzetto transderm. spray oploss. (doseerpomp) 3x56dos. 1,53mg/1dos.";0;"transderm. spray oploss. (doseerpomp)";1;"estradiol";;;1.5300;"mg";"/";1.0000;"dos.";0.0000;;true;false
"1152438";"00427";"1";"JBDD";"0007930";"14852-1289";"Leponex tabl. (deelb.) 30x 25mg";0;"tabl. (deelb. kwantit.)";1;"clozapine";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"3814449";"00427";"1";"JBDD";"0007930";"14852-1289";"Leponex tabl. (deelb. in 4) 100x 100mg";0;"tabl. (deelb. in 4 kwantit.)";1;"clozapine";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"4890570";"00427";"1";"JBDD";"0007930";"14852-1289";"Leponex tabl. (deelb. in 4) 100x 200mg (UD)";0;"tabl. (deelb. in 4 kwantit.)";1;"clozapine";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1152446";"00427";"1";"JBDD";"0007930";"14852-1289";"Leponex tabl. (deelb. in 4) 30x 100mg";0;"tabl. (deelb. in 4 kwantit.)";1;"clozapine";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"4315313";"02575";"1";"ALGA";"8901944";"44016-1347";"Leqvio inj. oploss. s.c. [voorgev. spuit] 1x 284mg/1,5ml";0;"inj. oploss. s.c. [voorgev. spuit]";1;"inclisiran";;;284.0000;"mg";"/";1.5000;"ml";0.0000;;true;false
"2680148";"01023";"1";"AFAD";"0000778";"14886-612";"Lercanidipine EG filmomh. tabl. (deelb.) 28x 10mg";0;"filmomh. tabl. (deelb. niet kwantit.)";1;"lercanidipine hydrochloride";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2680353";"01023";"1";"AFAD";"0000778";"14886-612";"Lercanidipine EG filmomh. tabl. (deelb.) 98x 10mg";0;"filmomh. tabl. (deelb. niet kwantit.)";1;"lercanidipine hydrochloride";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2680130";"01023";"1";"AFAD";"0000778";"14886-612";"Lercanidipine EG filmomh. tabl. (deelb.) 98x 20mg";0;"filmomh. tabl. (deelb. kwantit.)";1;"lercanidipine hydrochloride";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2669323";"02097";"1";"AFAD";"0000778";"14860-1636";"Lercanidipin Sandoz filmomh. tabl. (deelb.) 28x 10mg";0;"filmomh. tabl. (deelb. niet kwantit.)";1;"lercanidipine hydrochloride";;;10.0000;"mg";;0.0000;;0.0000;;true;false
