"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"2878429";"00680";"1";"ICBB";"0017855";"521-1172";"Adenuric filmomh. tabl. 28x 120mg";0;"filmomh. tabl.";1;"febuxostat";;;120.0000;"mg";;0.0000;;0.0000;;true;false
"2878395";"00680";"1";"ICBB";"0017855";"521-1172";"Adenuric filmomh. tabl. 28x 80mg";0;"filmomh. tabl.";1;"febuxostat";;;80.0000;"mg";;0.0000;;0.0000;;true;false
"2878403";"00680";"1";"ICBB";"0017855";"521-1172";"Adenuric filmomh. tabl. 84x 120mg";0;"filmomh. tabl.";1;"febuxostat";;;120.0000;"mg";;0.0000;;0.0000;;true;false
"2878411";"00680";"1";"ICBB";"0017855";"521-1172";"Adenuric filmomh. tabl. 84x 80mg";0;"filmomh. tabl.";1;"febuxostat";;;80.0000;"mg";;0.0000;;0.0000;;true;false
"2915304";"01666";"1";"LCADBA";"8902579";"539-1636";"Adoport harde caps. 100x 0,5mg";0;"harde caps.";1;"tacrolimus";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"2915312";"01666";"1";"LCADBA";"8902579";"539-1636";"Adoport harde caps. 100x 1mg";0;"harde caps.";1;"tacrolimus";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"3187226";"01666";"1";"LCADBA";"8902579";"539-1636";"Adoport harde caps. 100x 2mg";0;"harde caps.";1;"tacrolimus";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"2915320";"01666";"1";"LCADBA";"8902579";"539-1636";"Adoport harde caps. 100x 5mg";0;"harde caps.";1;"tacrolimus";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4516001";"00608";"1";"AIAE";"0001396";"46391-1784";"Adrenaline Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 10x 1mg/1ml";0;"inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.]";1;"epinefrine";;;1.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4581476";"00608";"1";"AIAE";"0001396";"46391-1784";"Adrenaline Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 5x 1mg/1ml (UD)";0;"inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.]";1;"epinefrine";;;1.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3425642";"00609";"1";"AIAE";"0001396";"33266-117";"Adrenaline (Tartrate) Aguettant 0,1 mg/1 ml inj. oploss. i.v./endotrach./i.oss. [voorgev. spuit] 10x 1mg/10ml";0;"inj. oploss. i.v./endotrach./i.oss. [voorgev. spuit]";1;"epinefrine";;;1.0000;"mg";"/";10.0000;"ml";0.0000;;true;false
"4220398";"00609";"1";"AIAE";"0001396";"33266-117";"Adrenaline (Tartrate) Aguettant 1 mg/1 ml inj. oploss. i.v./endotrach./i.oss. [voorgev. spuit] 10x 5mg/5ml";0;"inj. oploss. i.v./endotrach./i.oss. [voorgev. spuit]";1;"epinefrine";;;5.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"2598712";"00609";"1";"AIAE";"0001396";"554-1784";"Adrenaline (Tartrate) Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 10x 1mg/1ml";0;"inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.]";1;"epinefrine";;;1.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2598746";"00609";"1";"AIAE";"0001396";"554-1784";"Adrenaline (Tartrate) Sterop inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.] 5x 1mg/1ml (UD)";0;"inj. oploss./inj. oploss. (conc.) i.m./i.v./endotrach. [amp.]";1;"epinefrine";;;1.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"0288399";"00565";"1";"MACAB";"0012955";"562-1446";"Adriblastina inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 10mg/5ml";0;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";1;"doxorubicine hydrochloride";;;10.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1204379";"00565";"1";"MACAB";"0012955";"562-1446";"Adriblastina inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 200mg/100ml";0;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";1;"doxorubicine hydrochloride";;;200.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"0251454";"00565";"1";"MACAB";"0012955";"562-1446";"Adriblastina inf./instill. oploss. (conc.) i.v./i.vesic. [flac.] 1x 50mg/25ml";0;"inf./instill. oploss. (conc.) i.v./i.vesic. [flac.]";1;"doxorubicine hydrochloride";;;50.0000;"mg";"/";25.0000;"ml";0.0000;;true;false
"4715983";"02601";"1";"LCBBFB";"8902074";"44396-1040";"Adtralza inj. oploss. s.c. [voorgev. pen] 2x 300mg/2ml";0;"inj. oploss. s.c. [voorgev. pen]";1;"tralokinumab";;;300.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"4354957";"02601";"1";"LCBBFB";"8902074";"44396-1040";"Adtralza inj. oploss. s.c. [voorgev. spuit] 4x 150mg/1ml";0;"inj. oploss. s.c. [voorgev. spuit]";1;"tralokinumab";;;150.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2657617";"01666";"1";"LCADBA";"8902579";"570-240";"Advagraf harde caps. verl. afgifte 100x 0,5mg";0;"harde caps. verl. afgifte";1;"tacrolimus";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"2495786";"01666";"1";"LCADBA";"8902579";"570-240";"Advagraf harde caps. verl. afgifte 100x 1mg";0;"harde caps. verl. afgifte";1;"tacrolimus";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"2669216";"01666";"1";"LCADBA";"8902579";"570-240";"Advagraf harde caps. verl. afgifte 100x 3mg";0;"harde caps. verl. afgifte";1;"tacrolimus";;;3.0000;"mg";;0.0000;;0.0000;;true;false
"2657625";"01666";"1";"LCADBA";"8902579";"570-240";"Advagraf harde caps. verl. afgifte 100x 5mg";0;"harde caps. verl. afgifte";1;"tacrolimus";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3342896";"01299";"1";"BBAB";"0002246";"596-1800";"Advate inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 1000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"octocog alfa";;;1000.0000;"IE";;0.0000;;0.0000;;true;false
"3342904";"01299";"1";"BBAB";"0002246";"596-1800";"Advate inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 1500IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"octocog alfa";;;1500.0000;"IE";;0.0000;;0.0000;;true;false
"3342912";"01299";"1";"BBAB";"0002246";"596-1800";"Advate inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 2000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"octocog alfa";;;2000.0000;"IE";;0.0000;;0.0000;;true;false
"3342870";"01299";"1";"BBAB";"0002246";"596-1800";"Advate inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 250IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"octocog alfa";;;250.0000;"IE";;0.0000;;0.0000;;true;false
"3342920";"01299";"1";"BBAB";"0002246";"596-1800";"Advate inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 3000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"octocog alfa";;;3000.0000;"IE";;0.0000;;0.0000;;true;false
"3342888";"01299";"1";"BBAB";"0002246";"596-1800";"Advate inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 500IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"octocog alfa";;;500.0000;"IE";;0.0000;;0.0000;;true;false
"3772886";"02438";"1";"BBAB";"0002246";"40162-1800";"Adynovi 1 000 IE/2 ml inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 1000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"rurioctocog alfa pegol";;;1000.0000;"IE";;0.0000;;0.0000;;true;false
"3772894";"02438";"1";"BBAB";"0002246";"40162-1800";"Adynovi 2 000 IE/5 ml inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 2000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"rurioctocog alfa pegol";;;2000.0000;"IE";;0.0000;;0.0000;;true;false
"3772878";"02438";"1";"BBAB";"0002246";"40162-1800";"Adynovi 500 IE/2 ml inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 500IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"rurioctocog alfa pegol";;;500.0000;"IE";;0.0000;;0.0000;;true;false
"4615795";"02438";"1";"BBAB";"0002246";"40162-3269";"Adynovi (Abacus) 1 000 IE/2 ml inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 1000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"rurioctocog alfa pegol";;;1000.0000;"IE";;0.0000;;0.0000;;true;false
"4607826";"02438";"1";"BBAB";"0002246";"40162-3269";"Adynovi (Abacus) 2 000 IE/5 ml inj. oploss. (pdr.+solv.) i.v. [2x flac., Baxject III] 2000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac., Baxject III]";1;"rurioctocog alfa pegol";;;2000.0000;"IE";;0.0000;;0.0000;;true;false
"3236007";"01497";"1";"QCABA";"0015784";"604-3491";"Aerinaze 120/2,5 tabl. geregul. afgifte 10x";0;"tabl. geregul. afgifte";1;"pseudo-efedrine sulfaat";;;120.0000;"mg";;0.0000;;0.0000;;true;false
"3236007";"00489";"1";"QCABA";"0015784";"604-3491";"Aerinaze 120/2,5 tabl. geregul. afgifte 10x";0;"tabl. geregul. afgifte";2;"desloratadine";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"2883122";"00489";"1";"LDAAC";"0012385";"612-3491";"Aerius filmomh. tabl. 100x 5mg";0;"filmomh. tabl.";1;"desloratadine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"1635879";"00489";"1";"LDAAC";"0012385";"612-3491";"Aerius filmomh. tabl. 30x 5mg";0;"filmomh. tabl.";1;"desloratadine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"0099945";"01431";"1";"AKB";"0001529";"620-505";"Aethoxysklerol 0,5 % inj. oploss. i.v./s.mucos. [amp.] 5x 10mg/2ml";0;"inj. oploss. i.v./s.mucos. [amp.]";1;"polidocanol";;;10.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"0099952";"01431";"1";"AKB";"0001529";"620-505";"Aethoxysklerol 1 % inj. oploss. i.v./s.mucos. [amp.] 5x 20mg/2ml";0;"inj. oploss. i.v./s.mucos. [amp.]";1;"polidocanol";;;20.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"0099960";"01431";"1";"AKB";"0001529";"620-505";"Aethoxysklerol 2 % inj. oploss. i.v./s.mucos. [amp.] 5x 40mg/2ml";0;"inj. oploss. i.v./s.mucos. [amp.]";1;"polidocanol";;;40.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"0099986";"01431";"1";"AKB";"0001529";"620-505";"Aethoxysklerol 3 % inj. oploss. i.v./s.mucos. [amp.] 5x 60mg/2ml";0;"inj. oploss. i.v./s.mucos. [amp.]";1;"polidocanol";;;60.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
"4892261";"01363";"1";"HBDC";"0019893";"638-1743";"Afebryl 200/300 bruistabl. (deelb.) 16x";0;"bruistabl. (deelb. kwantit.)";1;"paracetamol";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"4892261";"00019";"1";"HBDC";"0019893";"638-1743";"Afebryl 200/300 bruistabl. (deelb.) 16x";0;"bruistabl. (deelb. kwantit.)";2;"acetylsalicylzuur";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"4892279";"01363";"1";"HBDC";"0019893";"638-1743";"Afebryl 200/300 bruistabl. (deelb.) 32x";0;"bruistabl. (deelb. kwantit.)";1;"paracetamol";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"4892279";"00019";"1";"HBDC";"0019893";"638-1743";"Afebryl 200/300 bruistabl. (deelb.) 32x";0;"bruistabl. (deelb. kwantit.)";2;"acetylsalicylzuur";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"2910800";"00791";"1";"KECBBAA";"8000713";"646-2014";"Affusine crème 15g 20mg/1g";0;"crème";1;"fusidinezuur";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2910818";"00791";"1";"KECBBAA";"8000713";"646-2014";"Affusine crème 30g 20mg/1g";0;"crème";1;"fusidinezuur";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2619674";"00667";"1";"MBCIA";"8900680";"653-1347";"Afinitor tabl. 30x 10mg";0;"tabl.";1;"everolimus";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2619682";"00667";"1";"MBCIA";"8900680";"653-1347";"Afinitor tabl. 30x 5mg";0;"tabl.";1;"everolimus";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"4985297";"00037";"1";"PIAA";"0016782";"50195-1636";"Afqlir 40 mg/1 ml inj. oploss. i.vitr. [voorgev. spuit] 1x 6,6mg/0,165ml";0;"inj. oploss. i.vitr. [voorgev. spuit]";1;"aflibercept";;;6.6000;"mg";"/";0.1650;"ml";0.0000;;true;false
"3547155";"02352";"1";"BBAB";"0002246";"37671-513";"Afstyla inj. oploss. (pdr.+solv.) i.v. [2x flac.] 1000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"lonoctocog alfa";;;1000.0000;"IE";;0.0000;;0.0000;;true;false
"3547171";"02352";"1";"BBAB";"0002246";"37671-513";"Afstyla inj. oploss. (pdr.+solv.) i.v. [2x flac.] 2000IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"lonoctocog alfa";;;2000.0000;"IE";;0.0000;;0.0000;;true;false
"3547130";"02352";"1";"BBAB";"0002246";"37671-513";"Afstyla inj. oploss. (pdr.+solv.) i.v. [2x flac.] 500IE";0;"inj. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"lonoctocog alfa";;;500.0000;"IE";;0.0000;;0.0000;;true;false
"1506088";"01749";"1";"BAADA";"0001966";"661-4572";"Aggrastat inf. oploss. (conc.) i.v. [flac.] 1x50ml 0,25mg/1ml";0;"inf. oploss. (conc.) i.v. [flac.]";1;"tirofiban";;;0.2500;"mg";"/";1.0000;"ml";0.0000;;true;false
"1640119";"01749";"1";"BAADA";"0001966";"661-4572";"Aggrastat inf. oploss. i.v. [zak] 1x250ml 0,05mg/1ml";0;"inf. oploss. i.v. [zak]";1;"tirofiban";;;0.0500;"mg";"/";1.0000;"ml";0.0000;;true;false
"4850525";"00468";"1";"RAGA";"0009118";"48629-1321";"Agilus inj. oploss. (pdr.) i.v. [flac.] 6x 120mg";0;"inj. oploss. (pdr.) i.v. [flac.]";1;"dantroleen natrium";;;120.0000;"mg";;0.0000;;0.0000;;true;false
"0017210";"01423";"1";"CEHB";"0018655";"687-4598";"Agiolax 2,76/8,3 gran. 250g";0;"gran.";1;"Plantago ovata (zaad)";;;2.7600;"g";"/";5.0000;"g";0.0000;;true;false
"0017210";"00303";"1";"CEHB";"0018655";"687-4598";"Agiolax 2,76/8,3 gran. 250g";0;"gran.";2;"Cassia senna (sennoside B)";;;8.3000;"mg";"/";5.0000;"g";0.0000;;true;false
"3969300";"01100";"1";"LDABF";"8901779";"695-3285";"Agyrax tabl. (deelb.) 20x 25mg";0;"tabl. (deelb. kwantit.)";1;"meclozine dihydrochloride";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"0615203";"01100";"1";"LDABF";"8901779";"695-3285";"Agyrax tabl. (deelb.) 50x 25mg";0;"tabl. (deelb. kwantit.)";1;"meclozine dihydrochloride";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"3954039";"02557";"1";"JIBBB";"8901829";"43539-1347";"Aimovig inj. oploss. s.c. [voorgev. pen] 1x 140mg/1ml";0;"inj. oploss. s.c. [voorgev. pen]";1;"erenumab";;;140.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3787702";"02557";"1";"JIBBB";"8901829";"43539-1347";"Aimovig inj. oploss. s.c. [voorgev. pen] 1x 70mg/1ml";0;"inj. oploss. s.c. [voorgev. pen]";1;"erenumab";;;70.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3934080";"00248";"1";"DAEA";"0003780";"41061-1636";"Airbufo 160/4,5 inhalatiepdr. (voorverdeeld) Forspiro 2x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";1;"budesonide";;;160.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"3934080";"00772";"1";"DAEA";"0003780";"41061-1636";"Airbufo 160/4,5 inhalatiepdr. (voorverdeeld) Forspiro 2x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";2;"formoterol fumaraat";;;4.5000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"3934072";"00248";"1";"DAEA";"0003780";"41061-1636";"Airbufo 160/4,5 inhalatiepdr. (voorverdeeld) Forspiro 6x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";1;"budesonide";;;160.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"3934072";"00772";"1";"DAEA";"0003780";"41061-1636";"Airbufo 160/4,5 inhalatiepdr. (voorverdeeld) Forspiro 6x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";2;"formoterol fumaraat";;;4.5000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"4335964";"00248";"1";"DAEA";"0003780";"41061-1636";"Airbufo 320/9 inhalatiepdr. (voorverdeeld) Forspiro 1x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";1;"budesonide";;;320.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"4335964";"02088";"1";"DAEA";"0003780";"41061-1636";"Airbufo 320/9 inhalatiepdr. (voorverdeeld) Forspiro 1x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";2;"formoterol fumaraat";;;9.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"4335972";"00248";"1";"DAEA";"0003780";"41061-1636";"Airbufo 320/9 inhalatiepdr. (voorverdeeld) Forspiro 3x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";1;"budesonide";;;320.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"4335972";"02088";"1";"DAEA";"0003780";"41061-1636";"Airbufo 320/9 inhalatiepdr. (voorverdeeld) Forspiro 3x60dos.";0;"inhalatiepdr. (voorverdeeld) Forspiro";2;"formoterol fumaraat";;;9.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1740075";"01581";"1";"DAAAA";"0003566";"711-1818";"Airomir dosisaerosol susp. Autohaler [ademgest.] 200dos. 100µg/1dos.";0;"dosisaerosol susp. Autohaler [ademgest.]";1;"salbutamol";;;100.0000;"µg";"/";1.0000;"dos.";0.0000;;true;false
"1306646";"00014";"1";"IAAAA";"0006791";"703-174";"Air-Tal filmomh. tabl. 60x 100mg";0;"filmomh. tabl.";1;"aceclofenac";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"4159281";"02562";"1";"JIBBC";"8901860";"43729-1818";"Ajovy inj. oploss. s.c. [voorgev. pen] 1x 225mg/1,5ml";0;"inj. oploss. s.c. [voorgev. pen]";1;"fremanezumab";;;225.0000;"mg";"/";1.5000;"ml";0.0000;;true;false
"4159299";"02562";"1";"JIBBC";"8901860";"43729-1818";"Ajovy inj. oploss. s.c. [voorgev. pen] 3x 225mg/1,5ml";0;"inj. oploss. s.c. [voorgev. pen]";1;"fremanezumab";;;225.0000;"mg";"/";1.5000;"ml";0.0000;;true;false
"3960788";"02562";"1";"JIBBC";"8901860";"43729-1818";"Ajovy inj. oploss. s.c. [voorgev. spuit] 1x 225mg/1,5ml";0;"inj. oploss. s.c. [voorgev. spuit]";1;"fremanezumab";;;225.0000;"mg";"/";1.5000;"ml";0.0000;;true;false
"3960796";"02562";"1";"JIBBC";"8901860";"43729-1818";"Ajovy inj. oploss. s.c. [voorgev. spuit] 3x 225mg/1,5ml";0;"inj. oploss. s.c. [voorgev. spuit]";1;"fremanezumab";;;225.0000;"mg";"/";1.5000;"ml";0.0000;;true;false
"4728077";"02582";"1";"MEEA";"8905101";"48074-935";"Akeega 100/500 filmomh. tabl. 56x";0;"filmomh. tabl.";1;"niraparib";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"4728077";"00008";"1";"MEEA";"8905101";"48074-935";"Akeega 100/500 filmomh. tabl. 56x";0;"filmomh. tabl.";2;"abirateron acetaat";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4728069";"02582";"1";"MEEA";"8905101";"48074-935";"Akeega 50/500 filmomh. tabl. 56x";0;"filmomh. tabl.";1;"niraparib";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4728069";"00008";"1";"MEEA";"8905101";"48074-935";"Akeega 50/500 filmomh. tabl. 56x";0;"filmomh. tabl.";2;"abirateron acetaat";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"0017913";"00216";"1";"JFFA";"0020123";"729-1735";"Akineton tabl. (deelb.) 20x 2mg";0;"tabl. (deelb. kwantit.)";1;"biperideen hydrochloride";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"0017921";"00216";"1";"JFFA";"0020123";"729-1735";"Akineton tabl. (deelb.) 50x 2mg";0;"tabl. (deelb. kwantit.)";1;"biperideen hydrochloride";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"4175774";"02504";"1";"OFDA";"0014514";"42366-745";"Aklief crème (pomp) 75g 50µg/1g";0;"crème (pomp)";1;"trifaroteen";;;50.0000;"µg";"/";1.0000;"g";0.0000;;true;false
"4796652";"00029";"1";"OFEA";"8903080";"48652-505";"Aknadue 1/25 gel (pomp) 30g";0;"gel (pomp)";1;"adapaleen";;;1.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"4796652";"00188";"1";"OFEA";"8903080";"48652-505";"Aknadue 1/25 gel (pomp) 30g";0;"gel (pomp)";2;"benzoylperoxide";;;25.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"4796645";"00029";"1";"OFEA";"8903080";"48652-505";"Aknadue 1/25 gel (pomp) 60g";0;"gel (pomp)";1;"adapaleen";;;1.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"4796645";"00188";"1";"OFEA";"8903080";"48652-505";"Aknadue 1/25 gel (pomp) 60g";0;"gel (pomp)";2;"benzoylperoxide";;;25.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"3392222";"02141";"1";"CDDA";"0025551";"33084-3236";"Akynzeo 300/0,5 harde caps. 1x";0;"harde caps.";1;"netupitant";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"3392222";"01351";"1";"CDDA";"0025551";"33084-3236";"Akynzeo 300/0,5 harde caps. 1x";0;"harde caps.";2;"palonosetron";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"1063064";"01492";"1";"PEA";"0015495";"752-125";"Alcaine 0,5 % ocul. druppels oploss. 15ml 5mg/1ml";0;"ocul. druppels oploss.";1;"proxymetacaïne hydrochloride";;;5.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4435319";"00146";"1";"PCA";"0015263";"13672-125";"Alcon Atropine 1 % ocul. druppels oploss. 5ml 10mg/1ml";0;"ocul. druppels oploss.";1;"atropine sulfaat";;;10.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"0100966";"01635";"1";"ADBC";"0000513";"794-1446";"Aldactone filmomh. tabl. 30x 100mg";0;"filmomh. tabl.";1;"spironolacton";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1337286";"01635";"1";"ADBC";"0000513";"794-1446";"Aldactone filmomh. tabl. 30x 50mg";0;"filmomh. tabl.";1;"spironolacton";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"0863290";"01635";"1";"ADBC";"0000513";"794-1446";"Aldactone filmomh. tabl. 50x 100mg";0;"filmomh. tabl.";1;"spironolacton";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"0100974";"01635";"1";"ADBC";"0000513";"794-1446";"Aldactone filmomh. tabl. 50x 25mg";0;"filmomh. tabl.";1;"spironolacton";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"1429166";"00913";"1";"OLA";"0018051";"802-1289";"Aldara 5 % crème (zakjes) 12x 12,5mg/250mg";0;"crème (zakjes)";1;"imiquimod";;;12.5000;"mg";"/";250.0000;"mg";0.0000;;true;false
"4640140";"00913";"1";"OLA";"0018051";"802-3269";"Aldara (Abacus) 5 % crème (zakjes) 12x 12,5mg/250mg";0;"crème (zakjes)";1;"imiquimod";;;12.5000;"mg";"/";250.0000;"mg";0.0000;;true;false
"0100925";"01154";"1";"AABB";"0000075";"810-505";"Aldomet filmomh. tabl. 100x 250mg";0;"filmomh. tabl.";1;"methyldopa";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2160554";"01016";"1";"TBA";"0016485";"828-2097";"Aldurazyme inf. oploss. (conc.) i.v. [flac.] 1x 500E/5ml";0;"inf. oploss. (conc.) i.v. [flac.]";1;"laronidase";;;500.0000;"E";"/";5.0000;"ml";0.0000;;true;false
"3518990";"02349";"1";"MBCAA";"8900565";"37440-1628";"Alecensa harde caps. 224x 150mg";0;"harde caps.";1;"alectinib";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2616498";"00043";"1";"IEBA";"0007260";"844-1529";"Alendronate EG (PI-Pharma) tabl. 12x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"2371540";"00043";"1";"IEBA";"0007260";"844-612";"Alendronate EG tabl. 12x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"2363232";"00043";"1";"IEBA";"0007260";"877-1818";"Alendronate Teva tabl. 12x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"2456572";"00043";"1";"IEBA";"0007260";"851-1289";"Alendronate Viatris tabl. 12x 70mg";0;"tabl.";1;"alendroninezuur";;;70.0000;"mg";;0.0000;;0.0000;;true;false
"3001880";"01238";"1";"IAABD";"0006882";"885-299";"Aleve filmomh. tabl. 24x 220mg";0;"filmomh. tabl.";1;"naproxen natrium";;;220.0000;"mg";;0.0000;;0.0000;;true;false
"4980074";"00049";"1";"GBAA";"0006205";"901-1636";"Alfuzosine Sandoz tabl. verl. afgifte 100x 10mg";0;"tabl. verl. afgifte";1;"alfuzosine hydrochloride";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2414969";"00049";"1";"GBAA";"0006205";"901-1636";"Alfuzosine Sandoz tabl. verl. afgifte 30x 10mg";0;"tabl. verl. afgifte";1;"alfuzosine hydrochloride";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2414944";"00049";"1";"GBAA";"0006205";"901-1636";"Alfuzosine Sandoz tabl. verl. afgifte 60x 10mg";0;"tabl. verl. afgifte";1;"alfuzosine hydrochloride";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4291340";"00890";"1";"IAABB";"0006866";"43794-877";"Algidrin susp. (zonder suiker) 200ml 20mg/1ml";0;"susp. (zonder suiker)";1;"ibuprofen";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
