"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"28068-4093";"0018499";"LACIA";"Uro-Vaxom";"04093";false;;;;;0;0;false;false;false;true;false
"430-596";"0017483";"BACC";"Actosolv";"00596";false;;;;;0;0;false;false;false;true;false
"26898-1289";"0009993";"KAID";"Tobi";"01289";false;;;;;0;0;true;false;false;true;false
"27086-1289";"0000471";"ADABC";"Torrem";"01289";false;;;"D";"D";0;0;false;false;false;true;false
"29934-828";"0010793";"KDAD";"Zelitrex";"00828";false;;;;;0;0;false;false;false;true;false
"28175-1636";"0010793";"KDAD";"Valaciclovir Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"22897-1891";"0017830";"JADA";"Relaxine";"01891";false;;;;;0;0;false;false;false;true;false
"9860-1347";"0000174";"AADG";"Exforge";"01347";false;;;;;0;0;false;false;false;true;false
"6015-1347";"0000166";"AADF";"Co-Diovane";"01347";false;;;"D";"D";0;0;false;false;false;true;false
"15388-836";"0016196";"SAAAA";"Lipiodol Ultra Fluide";"00836";false;;;;;0;0;false;false;false;true;false
"6205-1636";"0000166";"AADF";"Co-Valsartan Sandoz";"01636";false;;;"D";"D";0;0;false;false;false;true;false
"6189-612";"0000166";"AADF";"Co-Valsartan EG";"00612";false;;;"D";"D";0;0;false;false;false;true;false
"27771-2097";"0011809";"LABHA";"Typhim Vi";"02097";false;;;;;0;0;false;false;false;true;false
"7468-1289";"0006130";"GAAH";"Detrusitol";"01289";false;;;;;0;0;false;false;false;true;false
"28118-2022";"0002741";"CCAA";"Ursochol";"02022";false;;;;;0;0;false;false;false;true;false
"28126-539";"0002741";"CCAA";"Ursofalk";"00539";false;;;;;0;0;false;false;false;true;false
"3103-299";"0028472";"LCBCBA";"Betaferon";"00299";false;;;;;0;0;false;false;false;true;false
"28183-604";"8900227";"KDFA";"Valcyte";"00604";false;;;;;0;0;false;false;false;true;false
"25130-2097";"0011486";"LAAMA";"Stamaril";"02097";false;;;;;0;0;false;false;false;true;false
"17350-1628";"8904500";"BCAAA";"Mircera";"01628";false;;;"H";"H";0;0;false;false;false;true;false
"22020-828";"0018358";"LACAA";"Priorix";"00828";false;;;;;0;0;false;false;false;true;false
"29785-1461";"0013243";"MDA";"Yondelis";"01461";false;;;;;0;0;false;false;false;true;false
"13615-1263";"0026211";"KDCDC";"Isentress";"01263";false;;;;;0;0;false;false;false;true;false
"9779-2097";"0012773";"MABBB";"Evoltra";"02097";true;;;;;0;0;false;false;false;true;false
"2485-1636";"0019570";"MABBE";"Atriance";"01636";true;;;;;0;0;false;false;false;true;false
"40097-174";"0021394";"LCBDDA";"Skilarence";"00174";false;;;;;0;0;false;false;false;true;false
"8805-1404";"0008649";"JFEC";"Eldepryl";"01404";false;;;"S";"S";0;0;false;false;false;true;false
"7773-1347";"0001065";"AGBG";"Diovane";"01347";false;;;;;0;0;false;false;false;true;false
"28290-612";"0001065";"AGBG";"Valsartan EG";"00612";false;;;;;0;0;false;false;false;true;false
"28316-1636";"0001065";"AGBG";"Valsartan Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"23234-406";"8900789";"MCDA";"Revlimid";"00406";true;;;;;0;0;false;false;false;true;false
"25940-1347";"8901001";"MBCBA";"Tasigna";"01347";false;;;;;0;0;false;false;false;true;false
"12963-4663";"0016485";"TBA";"Increlex";"04663";true;;;"H";"H";0;0;false;false;false;true;false
"28357-1289";"0018036";"KAJB";"Vancomycine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"25916-2097";"0018028";"KAJA";"Targocid";"02097";false;;;;;0;0;false;false;false;true;false
"28449-1602";"0015768";"QCAAA";"Vasocedine Pseudoephedrine";"01602";false;;;"S";"S";0;0;false;false;false;true;false
"4580-2162";"0000067";"AABA";"Catapressan";"02162";false;;;;;0;0;false;false;false;true;false
"8490-372";"0020602";"DACA";"Duovent";"00372";false;;;"B2";"B2";0;0;false;false;false;true;false
"2535-372";"0021105";"DABAA";"Atrovent";"00372";false;;;;;0;0;false;false;false;true;false
"6361-372";"0020602";"DACA";"Combivent";"00372";false;;;"d";"d";0;0;false;false;false;true;false
"22608-1818";"0003707";"DADAA";"Qvar";"01818";false;;;"c";"c";0;0;false;false;false;true;false
"40725-1446";"8906083";"MBBA";"Mylotarg";"01446";false;;;;;0;0;true;false;false;true;false
"40709-1354";"0004259";"EAADA";"Tresiba";"01354";false;;;"H";"H";0;0;false;false;false;true;false
"20354-4150";"0015966";"QCBDA";"Otrivine Duo";"04150";false;;;;;0;0;false;false;false;true;false
"40733-1446";"0013201";"MBAA";"Trazimera";"01446";false;;;;;0;0;false;false;false;true;false
"10496-828";"0003731";"DADAC";"Flixotide";"00828";false;;;"c";"c";0;0;false;false;false;true;false
"3905-3624";"0002683";"CBC";"Buscopan";"03624";false;;;;;0;0;false;false;false;true;false
"5041-1818";"0012369";"LDAAB";"Cetirizine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"30510-1909";"0012369";"LDAAB";"Zyrtec";"01909";false;;;;;0;0;false;false;false;true;false
"190-612";"0004002";"DBBAA";"Acetylcysteine EG";"00612";false;;;;;0;0;false;false;false;true;false
"16774-372";"0017475";"BACB";"Metalyse";"00372";false;;;;;0;0;false;false;false;true;false
"24331-828";"0003780";"DAEA";"Seretide";"00828";false;;;"c";"c";0;0;false;false;false;true;false
"20933-1453";"0003921";"DBAC";"Paracodine";"01453";false;;;;;0;0;false;false;false;true;false
"8193-596";"0004127";"DCAAA";"Dopram";"00596";false;;;"S";"S";0;0;false;false;false;true;false
"505-1263";"0020669";"AND";"Adempas";"01263";false;;;;;0;0;false;false;false;true;false
"40758-1818";"0006122";"GAAG";"Solifenacine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"40782-612";"0006122";"GAAG";"Solifenacine EG";"00612";false;;;;;0;0;false;false;false;true;false
"40808-612";"0003756";"DADBA";"Budesonide EG";"00612";false;;;"c";"c";0;0;false;false;false;true;false
"40774-2964";"0016485";"TBA";"Vimizim";"02964";true;;;;;0;0;false;false;false;true;false
"18432-3491";"0025775";"QCBCAC";"Nasonex";"03491";false;;;"c";"c";0;0;false;false;false;true;false
"3962-3160";"0013409";"IEAA";"Cacit";"03160";false;;;;;0;0;false;false;false;true;false
"14605-232";"0012807";"MABBF";"Lanvis";"00232";false;;;;;0;0;false;false;false;true;false
"39578-1560";"0003913";"DBAB";"Vicks Droge Hoest";"01560";false;;;;;0;0;false;false;false;true;false
"30098-877";"0003913";"DBAB";"Zirorphan";"00877";false;;;;;0;0;false;false;false;true;false
"48710-1404";"0008532";"JFBB";"Doporio";"01404";false;;;;;0;0;false;false;false;true;false
"23317-1164";"8904773";"LDACAA";"Rhinofebryl";"01164";false;;;;;0;0;false;false;false;true;false
"40790-612";"0017855";"ICBB";"Febuxostat EG";"00612";false;;;;;0;0;false;false;false;true;false
"40832-2485";"0001586";"ALAC";"Rosuvastatin AB";"02485";false;;;;;0;0;false;false;false;true;false
"31724-3780";"0013417";"IEAB";"Steovit";"03780";false;;;;;0;0;false;false;false;true;false
"23333-3624";"0015883";"QCBBC";"Rhinospray Verstopte neus";"03624";false;;;;;0;0;false;false;false;true;false
"18663-1560";"0015875";"QCBBB";"Nesivine";"01560";false;;;;;0;0;false;false;false;true;false
"40816-1289";"0006122";"GAAG";"Solifenacine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"1990-1446";"0009373";"JKAA";"Aricept";"01446";false;;;;;0;0;false;false;false;true;false
"8169-1818";"0009373";"JKAA";"Donepezil Teva";"01818";false;;;;;0;0;false;false;false;true;false
"18374-828";"0009209";"JIAAD";"Naramig";"00828";false;;;;;0;0;false;false;false;true;false
"18382-1636";"0009209";"JIAAD";"Naratriptan Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"24778-1164";"0015966";"QCBDA";"Sofrasolone";"01164";false;;;"c";"c";0;0;false;false;false;true;false
"2071-1453";"0020149";"JFFC";"Artane";"01453";false;;;;;0;0;false;false;false;true;false
"40824-2485";"0010538";"KBDA";"Terbinafin AB";"02485";false;;;;;0;0;false;false;false;true;false
"27425-1818";"0008136";"JCDD";"Trazodone Teva";"01818";false;;;;;0;0;false;false;false;true;false
"25171-935";"0016733";"LCBBEA";"Stelara";"00935";false;;;;;0;0;false;false;false;true;false
"11866-1479";"0021402";"IDAA";"Glucosamine Pharma Nord";"01479";false;;;;;0;0;false;false;false;true;false
"1057-4598";"0015933";"QCBCBA";"Allergodil";"04598";false;;;;;0;0;false;false;false;true;false
"25866-1024";"0006825";"IAAAC";"Taradyl";"01024";false;;;;;0;0;false;false;false;true;false
"20495-1271";"0006676";"HCAH";"OxyNorm";"01271";false;;;"N";"N";0;0;false;false;true;true;false
"729-1735";"0020123";"JFFA";"Akineton";"01735";false;;;;;0;0;false;false;false;true;false
"7229-2097";"0008730";"JGAAA";"Depakine";"02097";true;;;;;0;0;false;false;false;true;false
"18408-1636";"0016147";"RBC";"Naropin";"01636";false;;;;;0;0;false;false;false;true;false
"16642-1784";"0006668";"HCAD";"Mephenon";"01784";false;;;"N";"N";0;0;false;false;true;true;false
"6478-810";"0006619";"HCAM";"Contramal";"00810";false;;;"N";"N";0;0;false;false;false;true;false
"21584-2097";"0007104";"IBBA";"Plaquenil";"02097";false;;;;;0;0;false;false;false;true;false
"9316-935";"8904500";"BCAAA";"Eprex";"00935";false;;;"H";"H";0;0;false;false;false;true;false
"18622-1628";"8904500";"BCAAA";"NeoRecormon";"01628";false;;;"H";"H";0;0;false;false;false;true;false
"4085-2915";"0008284";"JCHAA";"Camcolit";"02915";false;;;;;0;0;false;false;false;true;false
"10520-1289";"0008193";"JCAAD";"Floxyfral";"01289";false;;;;;0;0;false;false;false;true;false
"14084-232";"0020131";"JFFB";"Kemadrin";"00232";false;;;;;0;0;false;false;false;true;false
"27268-612";"0006619";"HCAM";"Tramadol EG";"00612";false;;;"N";"N";0;0;false;false;false;true;false
"27359-3756";"0007534";"JAAF";"Tranxene";"03756";false;;;;;0;0;false;false;false;true;false
"17970-1271";"0006577";"HCAE";"MS Direct";"01271";false;;;"N";"N";0;0;false;false;true;true;false
"20610-1271";"0006650";"HCAC";"Palladone";"01271";false;;;"N";"N";0;0;false;false;true;true;false
"27284-1636";"0006619";"HCAM";"Tramadol Sandoz";"01636";false;;;"N";"N";0;0;false;false;false;true;false
"12476-3103";"0025700";"IDBA";"Hyalgan";"03103";false;;;;;0;0;false;false;false;true;false
"2089-273";"0015362";"PDBB";"Arteoptic";"00273";false;;;"B";"B";0;0;false;false;false;true;false
"29215-828";"0017293";"ANA";"Volibris";"00828";false;;;;;0;0;false;false;false;true;false
"27201-1289";"0006619";"HCAM";"Tradonal";"01289";false;;;"N";"N";0;0;false;false;false;true;false
"3327-1636";"8904500";"BCAAA";"Binocrit";"01636";false;;;"H";"H";0;0;false;false;false;true;false
"38778-1636";"0001701";"ALDA";"Ezetimibe Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"16071-2022";"0004002";"DBBAA";"Lysomucil";"02022";false;;;;;0;0;false;false;false;true;false
"42-232";"0004945";"EEDA";"Aacidexam";"00232";false;;;"C";"C";0;0;false;false;false;true;false
"8664-1446";"0010447";"KBBA";"Ecalta";"01446";false;;;;;0;0;false;false;false;true;false
"23739-711";"0016147";"RBC";"Ropivacaine Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"20180-406";"0012179";"LCBGAA";"Orencia";"00406";false;;;;;0;0;false;false;false;true;false
"21113-3103";"8902454";"KAAAAA";"Penicilline";"03103";false;;;;;0;0;false;false;false;true;false
"26468-1446";"0015206";"PACA";"Terra-Cortril + Polymyxine B";"01446";false;;;"c";"c";0;0;false;false;false;true;false
"6452-489";"0014316";"OBDA";"Conforma Hydrocortisone";"00489";false;;;"c";"c";0;0;false;false;false;true;false
"2899-406";"0010926";"KDDB";"Baraclude";"00406";false;;;;;0;0;false;false;false;true;false
"15255-1024";"8905424";"NBBGB";"Levofolic";"01024";false;;;;;0;0;false;false;false;true;false
"11478-1347";"0017616";"EAFE";"Galvus";"01347";false;;;;;0;0;false;false;false;true;false
"29082-604";"0016782";"PIAA";"Visudyne";"00604";false;;;;;0;0;false;false;false;true;false
"6460-489";"0013870";"OAAK";"Confosept Zuurstofwater";"00489";false;;;;;0;0;false;false;false;true;false
"27813-1347";"8900649";"MBCFA";"Tyverb";"01347";false;;;;;0;0;false;false;false;true;false
"42259-67";"0017301";"ANB";"Bosentan Accord";"00067";false;;;;;0;0;false;false;false;true;false
"28746-1446";"0010512";"KBCF";"Vfend";"01446";false;;;;;0;0;false;false;false;true;false
"16295-1834";"0017426";"BABAAC";"Marevan";"01834";false;;;;;0;0;false;false;false;true;false
"23887-2097";"0009035";"JGCFA";"Sabril";"02097";false;;;;;0;0;false;false;false;true;false
"4994-273";"0015651";"QABA";"Cerulyx";"00273";false;;;;;0;0;false;false;false;true;false
"28498-1867";"0001503";"AKA";"Veinofytol";"01867";false;;;;;0;0;false;false;false;true;false
"28936-1818";"0013136";"MAEAB";"Vincrisin";"01818";false;;;;;0;0;false;false;false;true;false
"28951-1636";"0013151";"MAEAC";"Vinorelbine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"23192-1966";"0010959";"KDCABD";"Retrovir";"01966";false;;;;;0;0;false;false;false;true;false
"40964-2485";"0006122";"GAAG";"Solifenacine AB";"02485";false;;;;;0;0;false;false;false;true;false
"30353-810";"0009233";"JIAAG";"Zomig";"00810";false;;;;;0;0;false;false;false;true;false
"30239-612";"0009233";"JIAAG";"Zolmitriptan EG";"00612";false;;;;;0;0;false;false;false;true;false
"30254-1636";"0009233";"JIAAG";"Zolmitriptan Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"240-612";"8000937";"KECEBA";"Aciclovir EG";"00612";false;;;;;0;0;false;false;false;true;false
"28985-2485";"8000937";"KECEBA";"Viratop";"02485";false;;;;;0;0;false;false;false;true;false
"5876-1073";"0020115";"JBABB";"Clopixol";"01073";false;;;;;0;0;false;false;false;true;false
"2147-3780";"0006460";"BAAAB";"Asaflow";"03780";false;;;;;0;0;false;false;false;true;false
"46201-828";"0010744";"KDAA";"Aciclovir GSK";"00828";false;;;;;0;0;false;false;false;true;false
"2212-3467";"0006452";"HBBA";"Aspegic";"03467";false;;;;;0;0;false;false;false;true;false
"20347-4150";"0015891";"QCBBD";"Otrivine Tegen neusverstopping";"04150";false;;;;;0;0;false;false;false;true;false
"40931-1636";"0017533";"BCCD";"Ziextenzo";"01636";false;;;;;0;0;false;false;false;true;false
"12880-1289";"0007740";"JABB";"Imovane";"01289";false;;;;;0;0;false;false;false;true;false
"30379-612";"0007740";"JABB";"Zopiclone EG";"00612";false;;;;;0;0;false;false;false;true;false
"30395-1818";"0007740";"JABB";"Zopiclone Teva";"01818";false;;;;;0;0;false;false;false;true;false
"29355-2626";"0016485";"TBA";"Wilzin";"02626";false;;;;;0;0;false;false;false;true;false
"18416-3624";"0015891";"QCBBD";"Nasa Rhinathiol";"03624";false;;;;;0;0;false;false;false;true;false
"273-1636";"0010744";"KDAA";"Aciclovir Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"13185-1354";"0004234";"EAACA";"Insulatard";"01354";false;;;"H";"H";0;0;false;false;false;true;false
"41004-1636";"0019455";"GCAD";"Vardenafil Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"41012-3137";"0029082";"FCDA";"Intrarosa";"03137";false;;;"A";"A";0;0;false;false;false;true;false
"41020-2303";"0006122";"GAAG";"Solifenacin Krka";"02303";false;;;;;0;0;false;false;false;true;false
"41038-2303";"0006619";"HCAM";"Tramadol Krka";"02303";false;;;"N";"N";0;0;false;false;false;true;false
"41046-2303";"8906729";"ALIC";"Ezetimibe / Simvastatin Krka";"02303";false;;;;;0;0;false;false;false;true;false
"41053-2303";"0012385";"LDAAC";"Desloratadine Krka";"02303";false;;;;;0;0;false;false;false;true;false
"41061-1636";"0003780";"DAEA";"Airbufo";"01636";false;;;"c";"c";0;0;false;false;false;true;false
"7013-1164";"0013888";"OAAG";"Dakin Cooper";"01164";false;;;;;0;0;false;false;false;true;false
"41103-67";"8900649";"MBCFA";"Gefitinib Accord";"00067";false;;;;;0;0;false;false;false;true;false
"30387-1289";"0007740";"JABB";"Zopiclone Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"39040-3269";"8901217";"LCBBCA";"Fasenra";"03269";false;;;;;0;0;false;false;false;true;false
"41137-1818";"0029058";"HCBC";"Paracetamol / Codeine Teva";"01818";false;;;"d";"d";0;0;false;false;false;true;false
"41145-1636";"0013243";"MDA";"Anagrelid Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"41152-1636";"0006122";"GAAG";"Solifenacin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"41129-1289";"8906737";"ALIB";"Myrosor";"01289";false;;;;;0;0;false;false;false;true;false
"41186-2444";"0015537";"PGA";"Combiflure";"02444";false;;;;;0;0;false;false;false;true;false
"22681-885";"0000976";"AGAH";"Ramipril EG";"00885";false;;;;;0;0;false;false;false;true;false
"9860-3269";"0000174";"AADG";"Exforge";"03269";false;;;;;0;0;false;false;false;true;false
"20776-885";"0002584";"CAABD";"Pantoprazol Sandoz";"00885";false;;;;;0;0;false;false;false;true;false
"41293-1271";"0017533";"BCCD";"Pelmeg";"01271";false;;;;;0;0;false;false;false;true;false
"41277-2469";"0019422";"FBBAA";"Desirett";"02469";false;;;;;0;0;false;false;false;true;false
"41301-2360";"0018671";"TCA";"Reneel";"02360";false;;;;;0;0;false;false;false;true;false
"41251-2469";"0005355";"FBAAC";"Lumivela Continu 20";"02469";false;;;;;0;0;false;false;false;true;false
"41269-2469";"0005355";"FBAAC";"Lumivela Continu 30";"02469";false;;;;;0;0;false;false;false;true;false
"41194-1446";"0026260";"LABEA";"Trumenba";"01446";false;;;;;0;0;false;false;false;true;false
"41376-455";"0029108";"PIBA";"Raxone";"00455";true;;;;;0;0;false;false;false;true;false
"41202-3145";"0025437";"BADA";"Cablivi";"03145";false;;;;;0;0;true;false;false;true;false
"41384-711";"0025817";"LCBAA";"Idacio";"00711";false;;;;;0;0;false;false;false;true;false
"41285-2469";"0005728";"FCCA";"Sempreluna";"02469";false;;;"A";"A";0;0;false;false;false;true;false
"25437-612";"0016055";"QDCA";"Sulfarlem S25";"00612";false;;;;;0;0;false;false;false;true;false
"42275-2303";"0006213";"GBAC";"Tamsulosine HCl Krka";"02303";false;;;;;0;0;false;false;false;true;false
"24075-4630";"0003483";"CHAA";"Scheriproct";"04630";false;;;"c";"c";0;0;false;false;false;true;false
"50153-3426";"8906505";"JEBBA";"Decigatan";"03426";false;;;;;0;0;false;false;false;true;false
"12211-414";"0011890";"LBBA";"Hepacaf";"00414";false;;;;;0;0;false;false;false;true;false
"40535-612";"8900748";"MBEA";"Bortezomib EG";"00612";false;;;;;0;0;false;false;false;true;false
"41434-1537";"8900664";"MBCHA";"Mektovi";"01537";false;;;;;0;0;false;false;false;true;false
"19158-2915";"0003251";"CEGA";"Norgalax";"02915";false;;;;;0;0;false;false;false;true;false
"33233-257";"0025601";"EAIB";"Forxiga";"00257";false;;;;;0;0;false;false;false;true;false
"4655-2485";"0001610";"ALBA";"Cedur";"02485";false;;;;;0;0;false;false;false;true;false
"42135-2626";"0016485";"TBA";"Cystadrops";"02626";false;;;;;0;0;true;false;false;true;false
"19950-3269";"0005074";"EFCA";"Omnitrope";"03269";false;;;"H";"H";0;0;false;false;false;true;false
"4671-1636";"0009613";"KAABAA";"Cefadroxil Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"9134-323";"0003343";"CFBA";"Enterol";"00323";false;;;;;0;0;false;false;false;true;false
"39875-190";"0025817";"LCBAA";"Amgevita";"00190";false;;;;;0;0;false;false;false;true;false
"48793-67";"0019521";"DCCA";"Pirfenidone Accord";"00067";false;;;;;0;0;false;false;false;true;false
"48918-67";"8900789";"MCDA";"Pomalidomide Accord";"00067";false;;;;;0;0;false;false;false;true;false
"41392-299";"0002246";"BBAB";"Jivi";"00299";false;;;;;0;0;false;false;false;true;false
"38075-3418";"0019448";"GCAC";"Tadalafil Mylan";"03418";false;;;;;0;0;false;false;false;true;false
"26534-2097";"0018465";"LACEA";"Tetravac";"02097";false;;;;;0;0;false;false;false;true;false
