"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"32524-3269";"0025288";"JFEB";"Xadago";"03269";false;;;;;0;0;false;false;false;true;false
"6619-3269";"0000950";"AGAF";"Coversyl";"03269";false;;;;;0;0;false;false;false;true;false
"47530-1289";"0000141";"AADD";"Perindopril / Indapamide Viatris";"01289";false;;;"D";"D";0;0;false;false;false;true;false
"17376-3269";"0020834";"FBCBA";"Mirena";"03269";false;;;;;0;0;false;false;false;true;false
"10090-3269";"0005702";"FCBAA";"Femoston";"03269";false;;;;;0;0;false;false;false;true;false
"42457-1529";"0005702";"FCBAA";"Klimedix";"01529";false;;;;;0;0;false;false;false;true;false
"1834-1529";"0001503";"AKA";"Antistax";"01529";false;;;;;0;0;false;false;false;true;false
"47563-4317";"0016485";"TBA";"Upstaza";"04317";true;;;;;0;0;true;false;false;true;false
"27052-1636";"0000471";"ADABC";"Torasemide Sandoz";"01636";false;;;"D";"D";0;0;false;false;false;true;false
"11106-349";"0013243";"MDA";"Foscan";"00349";false;;;;;0;0;false;false;false;true;false
"47613-3202";"0016485";"TBA";"Amvuttra";"03202";true;;;;;0;0;true;false;false;true;false
"47621-1446";"8904039";"LAARA";"Abrysvo";"01446";true;;;;;0;0;false;false;false;true;false
"47639-505";"0014605";"OHCA";"Crysalis";"00505";false;;;"c";"c";0;0;false;false;false;true;false
"38232-2485";"0002857";"CDAB";"Domperidon AB";"02485";false;;;;;0;0;false;false;false;true;false
"47597-2626";"8904419";"EFDC";"Signifor";"02626";false;;;;;0;0;false;false;false;true;false
"49809-1289";"8906745";"ALIA";"Myatorlip";"01289";false;;;;;0;0;false;false;false;true;false
"15545-885";"0014068";"OACA";"Loceryl";"00885";false;;;;;0;0;false;false;false;true;false
"15503-1529";"0028415";"PBCA";"Livostin";"01529";false;;;;;0;0;false;false;false;true;false
"802-3269";"0018051";"OLA";"Aldara";"03269";false;;;;;0;0;false;false;false;true;false
"13854-3269";"0017608";"EAFD";"Januvia";"03269";false;;;;;0;0;false;false;false;true;false
"39891-3269";"0013201";"MBAA";"Rixathon";"03269";false;;;;;0;0;false;false;false;true;false
"11049-3418";"0007401";"IEDA";"Forsteo";"03418";false;;;;;0;0;false;false;false;true;false
"4945-3269";"0019422";"FBBAA";"Cerazette";"03269";false;;;;;0;0;false;false;false;true;false
"47662-711";"0002683";"CBC";"Scopolamine butylbromide Kalceks";"00711";false;;;;;0;0;false;false;false;true;false
"32276-1818";"0007922";"JBDA";"Aripiprazole Teva";"01818";false;;;;;0;0;false;false;false;true;false
"1693-4572";"0004838";"EDEA";"Androcur";"04572";false;;;;;0;0;false;false;false;true;false
"47670-4333";"8904542";"LCBGEA";"Vyvgart";"04333";true;;;;;0;0;true;false;false;true;false
"47688-4341";"0017152";"NACA";"Magmedi";"04341";false;;;;;0;0;false;false;false;true;false
"47696-4341";"0017152";"NACA";"Magnence";"04341";false;;;;;0;0;false;false;false;true;false
"2279-604";"0000166";"AADF";"Atacand Plus";"00604";false;;;"D";"D";0;0;false;false;false;true;false
"2287-1909";"0012450";"LDABD";"Atarax";"01909";false;;;;;0;0;false;false;false;true;false
"26526-1529";"0009928";"KACC";"Tetralysal";"01529";false;;;;;0;0;false;false;false;true;false
"22160-1529";"0008524";"JFBA";"Prolopa 250";"01529";false;;;;;0;0;false;false;false;true;false
"2683-1636";"0012021";"LCABA";"Azathioprin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"2691-1636";"0012021";"LCABA";"Azathioprine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"2840-596";"0010231";"KAFA";"Bactrim";"00596";false;;;;;0;0;false;false;false;true;false
"3004-1172";"0018879";"LDAAA";"Bellozal";"01172";false;;;;;0;0;false;false;false;true;false
"3418-612";"0000612";"AEB";"Bisoprolol EG";"00612";false;;;"B";"B";0;0;false;false;false;true;false
"3426-1289";"0000612";"AEB";"Bisoprolol Viatris";"01289";false;;;"B";"B";0;0;false;false;false;true;false
"4010-182";"8900995";"JIACA";"Cafergot";"00182";false;;;;;0;0;false;false;false;true;false
"4341-2626";"0016485";"TBA";"Carbaglu";"02626";false;;;;;0;0;false;false;false;true;false
"4556-1818";"0000620";"AEC";"Carvedilol Teva";"01818";false;;;"B";"B";0;0;false;false;false;true;false
"5025-612";"0012369";"LDAAB";"Cetirizine EG";"00612";false;;;;;0;0;false;false;false;true;false
"5066-1636";"0012369";"LDAAB";"Cetirizine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"5496-612";"0008169";"JCAAA";"Citalopram EG";"00612";false;;;;;0;0;false;false;false;true;false
"5496-1529";"0008169";"JCAAA";"Citalopram EG";"01529";false;;;;;0;0;false;false;false;true;false
"5363-1529";"0010173";"KAEA";"Ciprofloxacine Sandoz";"01529";false;;;;;0;0;false;false;false;true;false
"6023-612";"0000141";"AADD";"Co-Enalapril EG";"00612";false;;;"D";"D";0;0;false;false;false;true;false
"6148-1636";"0000141";"AADD";"Co-Ramipril Sandoz";"01636";false;;;"D";"D";0;0;false;false;false;true;false
"7401-1818";"0017673";"EFBA";"Desmopressine Teva";"01818";false;;;"M";"M";0;0;false;false;false;true;false
"3624-4101";"0020362";"DABBA";"Bretaris";"04101";false;;;;;0;0;false;false;false;true;false
"19430-3756";"0020008";"JBAAA";"Nozinan";"03756";false;;;;;0;0;false;false;false;true;false
"50609-3616";"0020826";"FBCAA";"Ancora 375 Cu Normal";"03616";false;;;;;0;0;false;false;false;true;false
"50583-1818";"0020263";"JGBBA";"Gabapentine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"43265-1354";"0029025";"EAGD";"Rybelsus";"01354";false;;;;;0;0;false;false;false;true;false
"40568-1701";"0013052";"MADAA";"Onivyde";"01701";false;;;;;0;0;true;false;false;true;false
"50591-612";"0017236";"IEEAA";"Kefdensis";"00612";true;;;;;0;0;false;false;false;true;false
"19885-1529";"0002576";"CAABC";"Omeprazol Viatris";"01529";false;;;;;0;0;false;false;false;true;false
"39040-3418";"8901217";"LCBBCA";"Fasenra";"03418";false;;;;;0;0;false;false;false;true;false
"40212-1529";"0020339";"KDCGA";"Biktarvy";"01529";false;;;;;0;0;false;false;false;true;false
"28068-1529";"0018499";"LACIA";"Uro-Vaxom";"01529";false;;;;;0;0;false;false;false;true;false
"37432-2485";"0007567";"JAAH";"Diazetop";"02485";false;;;;;0;0;false;false;false;true;false
"8060-1289";"0019992";"JBAAB";"Dominal";"01289";false;;;;;0;0;false;false;false;true;false
"8698-1446";"0008128";"JCABA";"Edronax";"01446";false;;;;;0;0;false;false;false;true;false
"8011-4648";"0021402";"IDAA";"Dolenio";"04648";false;;;;;0;0;false;false;false;true;false
"8516-3160";"0005942";"FFAA";"Duphaston";"03160";false;;;;;0;0;false;false;false;true;false
"4564-1529";"0004820";"MEDC";"Casodex";"01529";false;;;;;0;0;false;false;false;true;false
"7799-3103";"0008946";"JGBEA";"Diphantoine";"03103";false;;;;;0;0;false;false;false;true;false
"24398-1529";"0008219";"JCAAF";"Sertraline EG";"01529";false;;;;;0;0;false;false;false;true;false
"2246-299";"0006452";"HBBA";"Aspirine-C";"00299";false;;;;;0;0;false;false;false;true;false
"10710-612";"0007583";"JAAJ";"Flunitrazepam EG";"00612";false;;;;;0;0;false;true;false;true;false
"10942-612";"0008193";"JCAAD";"Fluvoxamine EG";"00612";false;;;;;0;0;false;false;false;true;false
"851-1289";"0007260";"IEBA";"Alendronate Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"30247-1289";"0009233";"JIAAG";"Zolmitriptan Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"12518-2162";"0004960";"EEEA";"Hydrocortisone";"02162";false;;;"C";"C";0;0;false;false;false;true;false
"14415-1529";"0008755";"JGABA";"Lambipol";"01529";false;;;;;0;0;false;false;false;true;false
"14043-604";"0009621";"KAABAB";"Keforal";"00604";false;;;;;0;0;false;false;false;true;false
"10819-1289";"0008185";"JCAAC";"Fluoxetine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"47746-59";"8904567";"JIBCA";"Aquipta";"00059";true;;;;;0;0;false;false;false;true;false
"14761-1446";"0029132";"IBAA";"Ledertrexate";"01446";false;;;;;0;0;false;false;false;true;false
"14456-1289";"0020198";"KDCABE";"Lamivudine / Zidovudine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"14613-604";"0019398";"KCBABA";"Lariam";"00604";false;;;;;0;0;false;false;false;true;false
"47738-257";"8902207";"MCAA";"Imjudo";"00257";true;;;;;0;0;false;false;false;true;false
"14126-3269";"0008771";"JGACA";"Keppra";"03269";false;;;;;0;0;false;false;false;true;false
"1982-1529";"0006999";"IAADB";"Arcoxia";"01529";false;;;;;0;0;false;false;false;true;false
"40246-1529";"0020339";"KDCGA";"Juluca";"01529";false;;;;;0;0;false;false;false;true;false
"50625-1289";"0005140";"EGAA";"Cinacalcet Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"15750-1636";"0012484";"LDAAG";"Loratadine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"47787-315";"0005793";"FDBA";"Atosiban Ever Pharma";"00315";false;;;;;0;0;false;false;false;true;false
"26674-3756";"0007906";"JBCC";"Tiapridal";"03756";false;;;;;0;0;false;false;false;true;false
"1438-1529";"0000729";"AFAA";"Amlodipine EG";"01529";false;;;;;0;0;false;false;false;true;false
"5330-1529";"0010173";"KAEA";"Ciprofloxacine EG";"01529";false;;;;;0;0;false;false;false;true;false
"20735-1529";"0002584";"CAABD";"Pantomed";"01529";false;;;;;0;0;false;false;false;true;false
"9423-1529";"0008177";"JCAAB";"Escitalopram EG";"01529";false;;;;;0;0;false;false;false;true;false
"8771-1529";"0001883";"BAABAB";"Efient";"01529";false;;;;;0;0;false;false;false;true;false
"24364-1529";"0007963";"JBDG";"Seroquel";"01529";false;;;;;0;0;false;false;false;true;false
"25270-1529";"0007732";"JABA";"Stilnoct";"01529";false;;;;;0;0;false;false;false;true;false
"29702-1529";"0005363";"FBAAD";"Yasmin";"01529";false;;;;;0;0;false;false;false;true;false
"2451-1529";"0001552";"ALAA";"Atorvastatine Teva";"01529";false;;;;;0;0;false;false;false;true;false
"4200-1529";"8904054";"FAAAA";"Canestene Gyn";"01529";false;;;;;0;0;false;false;false;true;false
"17400-1529";"0008110";"JCDC";"Mirtazapine EG";"01529";false;;;;;0;0;false;false;false;true;false
"14985-1529";"0017020";"MECC";"Letrozole EG";"01529";false;;;"AO";"AO";0;0;false;false;false;true;false
"30353-1529";"0009233";"JIAAG";"Zomig";"01529";false;;;;;0;0;false;false;false;true;false
"12880-1529";"0007740";"JABB";"Imovane";"01529";false;;;;;0;0;false;false;false;true;false
"47795-281";"0021048";"RADA";"Sugammadex Baxter";"00281";false;;;;;0;0;false;false;false;true;false
"21071-1784";"0028464";"LCBCAA";"Pegasys";"01784";false;;;;;0;0;false;false;false;true;false
"38752-1529";"0001701";"ALDA";"Ezetimibe Viatris";"01529";false;;;;;0;0;false;false;false;true;false
"1727-1529";"0005702";"FCBAA";"Angeliq";"01529";false;;;;;0;0;false;false;false;true;false
"25882-1529";"0013318";"NAAAD";"Tardyferon";"01529";false;;;;;0;0;false;false;false;true;false
"31864-612";"0008086";"JCBBA";"Duloxetine EG";"00612";false;;;;;0;0;false;false;false;true;false
"19877-3418";"0002576";"CAABC";"Omeprazole EG";"03418";false;;;;;0;0;false;false;false;true;false
"37457-1289";"0002550";"CAABA";"Esomeprazole Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"20974-2469";"0008557";"JFCB";"Parlodel";"02469";false;;;;;0;0;false;false;false;true;false
"31062-3418";"0021394";"LCBDDA";"Tecfidera";"03418";false;;;;;0;0;false;false;false;true;false
"42697-1982";"8901282";"CBF";"Carmenthin";"01982";false;;;;;0;0;false;false;false;true;false
"27961-3376";"0013656";"NBBIA";"Upsa-C";"03376";false;;;;;0;0;false;false;false;true;false
"19877-1529";"0002576";"CAABC";"Omeprazole EG";"01529";false;;;;;0;0;false;false;false;true;false
"18481-612";"0000679";"AEH";"Nebivolol EG";"00612";false;;;"B";"B";0;0;false;false;false;true;false
"21048-1818";"0008201";"JCAAE";"Paroxetine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"50633-67";"0017236";"IEEAA";"Jubereq";"00067";true;;;;;0;0;false;false;false;true;false
"30288-1529";"0007732";"JABA";"Zolpidem EG";"01529";false;;;;;0;0;false;false;false;true;false
"22624-4598";"0012419";"LDABB";"R Calm Dimenhydrinate";"04598";false;;;;;0;0;false;false;false;true;false
"47803-406";"8904716";"MCAC";"Opdualag";"00406";true;;;;;0;0;false;false;false;true;false
"31716-1636";"0013417";"IEAB";"Sandoz Calcium D3";"01636";false;;;;;0;0;false;false;false;true;false
"25031-2022";"0006866";"IAABB";"Spidifen";"02022";false;;;;;0;0;false;false;false;true;false
"29991-1966";"0010892";"KDCABA";"Ziagen";"01966";false;;;;;0;0;false;false;false;true;false
"30304-885";"0007732";"JABA";"Zolpidem Sandoz";"00885";false;;;;;0;0;false;false;false;true;false
"47845-1289";"8905028";"KACB";"Xerava";"01289";false;;;;;0;0;false;false;false;true;false
"50641-117";"0016147";"RBC";"Lidocaïne / Adrenaline Aguettant";"00117";false;;;"d";"d";0;0;false;false;false;true;false
"47811-2485";"0019489";"KAACA";"Meropenem Eugia";"02485";false;;;;;0;0;false;false;false;true;false
"3202-3418";"0019653";"GAAD";"Betmiga";"03418";false;;;;;0;0;false;false;false;true;false
"47852-2485";"0006080";"GAAC";"Fesoterodine AB";"02485";false;;;;;0;0;false;false;false;true;false
"18051-1453";"0010397";"KAHDA";"Myambutol";"01453";false;;;;;0;0;false;false;false;true;false
"25452-612";"0007898";"JBCB";"Sulpiride EG";"00612";false;;;;;0;0;false;false;false;true;false
"15933-810";"0013292";"NAAAB";"Losferron";"00810";false;;;;;0;0;false;false;false;true;false
"7138-1529";"0020255";"JBADA";"Deanxit";"01529";false;;;;;0;0;false;false;false;true;false
"25627-1248";"0005033";"EFAA";"Synacthen";"01248";false;;;"H";"H";0;0;false;false;false;true;false
"22939-1529";"0003780";"DAEA";"Relvar";"01529";false;;;"c";"c";0;0;false;false;false;true;false
"40337-1636";"0025817";"LCBAA";"Hyrimoz";"01636";false;;;;;0;0;false;false;false;true;false
"2931-1024";"8900789";"MCDA";"BCG Medac";"01024";false;;;;;0;0;false;false;false;true;false
"50658-1404";"8906984";"JIADB";"Migsun";"01404";false;;;;;0;0;false;false;false;true;false
"50666-935";"8900649";"MBCFA";"Lazcluze";"00935";true;;;;;0;0;false;false;false;true;false
"47860-2444";"0015206";"PACA";"Ducressa";"02444";false;;;"c";"c";0;0;false;false;false;true;false
"15289-1834";"0003970";"DBAF";"Levotuss";"01834";false;;;;;0;0;false;false;false;true;false
"16279-232";"0016147";"RBC";"Marcaine met Adrenaline";"00232";false;;;"d";"d";0;0;false;false;false;true;false
"50674-935";"0013201";"MBAA";"Rybrevant";"00935";false;;;;;0;0;false;false;false;true;false
"50690-4572";"0016782";"PIAA";"Mynzepli";"04572";true;;;;;0;0;false;false;false;true;false
"14472-3418";"0008755";"JGABA";"Lamotrigine EG";"03418";false;;;;;0;0;false;false;false;true;false
"23267-3624";"0015784";"QCABA";"Rhinathiol Antirhinitis";"03624";false;;;;;0;0;false;false;false;true;false
"47878-612";"0016782";"PIAA";"Ximluci";"00612";true;;;;;0;0;false;false;false;true;false
"47902-1628";"8905697";"MCCA";"Columvi";"01628";true;;;;;0;0;true;false;false;true;false
"26765-1289";"0006965";"IAACC";"Tilcotil";"01289";false;;;;;0;0;false;false;false;true;false
"47910-1636";"0017392";"BABABD";"Rivaroxaban Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"14845-885";"0007500";"JAAC";"Lendormin";"00885";false;;;;;0;0;false;false;false;true;false
"3764-3418";"0018499";"LACIA";"Broncho-Vaxom";"03418";false;;;;;0;0;false;false;false;true;false
"47928-4408";"0006452";"HBBA";"Acetylsalicylzuur Panpharma";"04408";false;;;;;0;0;false;false;false;true;false
"50716-3558";"8905606";"LAASA";"Vimkunya";"03558";true;;;;;0;0;false;false;false;true;false
"50708-4804";"0016345";"SCA";"Siiltibcy";"04804";true;;;;;0;0;false;false;false;true;false
"44149-3418";"8900706";"MBCLA";"Rozlytrek";"03418";true;;;;;0;0;false;false;false;true;false
"50724-612";"0019521";"DCCA";"Nintedanib EG";"00612";false;;;;;0;0;false;false;false;true;false
"50732-67";"0019521";"DCCA";"Nintedanib Accord";"00067";false;;;;;0;0;false;false;false;true;false
"22574-3418";"0007963";"JBDG";"Quetiapine Teva";"03418";false;;;;;0;0;false;false;false;true;false
"43950-3418";"8901951";"KDCDA";"Vocabria";"03418";true;;;;;0;0;false;false;false;true;false
"47936-455";"0016485";"TBA";"Elfabrio";"00455";true;;;;;0;0;false;false;false;true;false
"25239-2279";"0013946";"OAAL";"Sterillium";"02279";false;;;;;0;0;false;false;false;true;false
"43711-4580";"0016626";"RAEB";"Ozalin";"04580";false;;;;;0;0;false;false;false;true;false
"50757-1818";"0017392";"BABABD";"Rivaroxaban Teva";"01818";false;;;;;0;0;false;false;false;true;false
"15545-3418";"0014068";"OACA";"Loceryl";"03418";false;;;;;0;0;false;false;false;true;false
"28555-3418";"0008144";"JCBBB";"Venlafaxine EG";"03418";false;;;;;0;0;false;false;false;true;false
"22251-1529";"0017939";"GBDA";"Prosta-Urgenin";"01529";false;;;;;0;0;false;false;false;true;false
"50740-2485";"0019521";"DCCA";"Nintedanib Eugia";"02485";false;;;;;0;0;false;false;false;true;false
"50765-1289";"0013706";"NBABD";"Vitamine D3 Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"50773-1289";"0017509";"BCBB";"Eltrombopag Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"50781-67";"0017236";"IEEAA";"Osvyrti";"00067";true;;;;;0;0;false;false;false;true;false
"50799-67";"8902215";"MCAB";"Hetronifly";"00067";true;;;;;0;0;true;false;false;true;false
"32656-1263";"8902215";"MCAB";"Keytruda";"01263";false;;;;;0;0;false;false;false;true;false
"32532-3269";"8902215";"MCAB";"Opdivo";"03269";false;;;;;0;0;false;false;false;true;false
"14407-1818";"0003061";"CECAA";"Lactulose Teva";"01818";false;;;;;0;0;false;false;false;true;false
"39149-1180";"8902215";"MCAB";"Bavencio";"01180";false;;;;;0;0;false;false;false;true;false
"40576-3269";"8902215";"MCAB";"Imfinzi";"03269";false;;;;;0;0;false;false;false;true;false
"32656-3269";"8902215";"MCAB";"Keytruda";"03269";false;;;;;0;0;false;false;false;true;false
"47951-299";"8904864";"ACCA";"Verquvo";"00299";false;;;;;0;0;false;false;false;true;false
"26781-1826";"0015396";"PDBC";"Timabak";"01826";false;;;"B";"B";0;0;false;false;false;true;false
"2576-2162";"0015073";"PABE";"Aureomycin";"02162";false;;;;;0;0;false;false;false;true;false
"1057-1529";"0028415";"PBCA";"Allergodil";"01529";false;;;;;0;0;false;false;false;true;false
"10637-3418";"0010462";"KBCA";"Fluconazole Teva";"03418";false;;;;;0;0;false;false;false;true;false
"16840-67";"0012740";"MABAA";"Methotrexate Accord Healthcare";"00067";false;;;;;0;0;false;false;false;true;false
"47969-1289";"8904963";"RAEC";"Byfavo";"01289";false;;;;;0;0;false;false;false;true;false
"19232-1073";"0016543";"JCBAE";"Nortrilen";"01073";false;;;;;0;0;false;false;false;true;false
"22855-1073";"0016493";"JCBAA";"Redomex";"01073";false;;;;;0;0;false;false;false;true;false
"47977-2014";"8904997";"OMI";"Axhidroks";"02014";false;;;;;0;0;false;false;false;true;false
"47985-273";"0025981";"PDFB";"Kivizidiale";"00273";false;;;"B";"B";0;0;false;false;false;true;false
"44974-3269";"0013201";"MBAA";"Sarclisa";"03269";false;;;;;0;0;false;false;false;true;false
"31013-3269";"8902140";"MBCDA";"Imbruvica";"03269";false;;;;;0;0;false;false;false;true;false
"24562-3269";"0017079";"GBAB";"Silodyx";"03269";false;;;;;0;0;false;false;false;true;false
"47993-2972";"8905002";"OCB";"Kapruvia";"02972";true;;;;;0;0;false;false;false;true;false
"27128-1602";"0003913";"DBAB";"Toularynx Dextromethorphan";"01602";false;;;;;0;0;false;false;false;true;false
"38968-1933";"0004077";"DBBDA";"Hedera-Méréprine";"01933";false;;;;;0;0;false;false;false;true;false
"38950-489";"0004077";"DBBDA";"Pulmocap Thymus";"00489";false;;;;;0;0;false;false;false;true;false
"3780-1487";"0003905";"DBAA";"Bronchodine";"01487";false;;;"d";"d";0;0;false;false;false;true;false
"41947-1602";"0004077";"DBBDA";"Toularynx Guaifenesine";"01602";false;;;;;0;0;false;false;false;true;false
"27136-1602";"0004077";"DBBDA";"Toularynx Thym";"01602";false;;;;;0;0;false;false;false;true;false
"7518-1818";"0003913";"DBAB";"Dextromethorphan Teva";"01818";false;;;;;0;0;false;false;false;true;false
"3806-943";"0003913";"DBAB";"Bronchosedal Dextromethorphan";"00943";false;;;;;0;0;false;false;false;true;false
"48017-711";"8906133";"MAABA";"Busulfan Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"48025-4440";"8904732";"RAAE";"Thiopental Sodium Panpharma";"04440";false;;;;;0;0;false;false;false;true;false
"48033-1289";"8906802";"GBCB";"Solifenacine / Tamsulosine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"27730-3624";"0003913";"DBAB";"Bisolvon Droge hoest";"03624";false;;;;;0;0;false;false;false;true;false
"48041-240";"8905085";"FCFA";"Veoza";"00240";true;;;;;0;0;false;false;false;true;false
"48009-2113";"0021014";"RBE";"Mepicart";"02113";false;;;;;0;0;false;false;false;true;false
"75-1073";"0007922";"JBDA";"Abilify";"01073";false;;;;;0;0;false;false;false;true;false
"48058-1073";"8905093";"JIBBA";"Vyepti";"01073";true;;;;;0;0;false;false;false;true;false
"48066-2097";"0016485";"TBA";"Xenpozyme";"02097";true;;;;;0;0;true;false;false;true;false
"48074-935";"8905101";"MEEA";"Akeega";"00935";false;;;;;0;0;false;false;false;true;false
"48082-612";"8906802";"GBCB";"Solifenacine / Tamsulosine EG";"00612";false;;;;;0;0;false;false;false;true;false
"48116-67";"0017541";"BCCE";"Plerixafor Accord";"00067";false;;;;;0;0;false;false;false;true;false
"46938-1826";"0025981";"PDFB";"Fixaprost";"01826";false;;;"B";"B";0;0;false;false;false;true;false
"42671-273";"0018531";"PDDD";"Vizitrav";"00273";false;;;;;0;0;false;false;false;true;false
"48090-273";"0018515";"PDDB";"Vizilatan";"00273";false;;;;;0;0;false;false;false;true;false
"48108-273";"0025981";"PDFB";"Vizilaticom";"00273";false;;;"B";"B";0;0;false;false;false;true;false
"6312-2915";"0010157";"KAKDA";"Colobreathe";"02915";false;;;;;0;0;false;false;false;true;false
"48132-1289";"8903114";"HBDE";"Brufen Plus Paracetamol";"01289";false;;;;;0;0;false;false;false;true;false
"41244-711";"0013177";"MAEBB";"Docetaxel Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"25882-3418";"0013318";"NAAAD";"Tardyferon";"03418";false;;;;;0;0;false;false;false;true;false
"29892-1446";"0012971";"MACAD";"Zavedos";"01446";false;;;;;0;0;false;false;false;true;false
"13672-125";"0015263";"PCA";"Alcon Atropine";"00125";false;;;;;0;0;false;false;false;true;false
"48157-59";"0008532";"JFBB";"Produodopa";"00059";false;;;;;0;0;false;false;false;true;false
"14985-3418";"0017020";"MECC";"Letrozole EG";"03418";false;;;"AO";"AO";0;0;false;false;false;true;false
"48173-59";"8905697";"MCCA";"Tepkinly";"00059";true;;;;;0;0;true;false;false;true;false
"48520-1701";"8900706";"MBCLA";"Tibsovo";"01701";true;;;;;0;0;true;false;false;true;false
"23044-299";"0002634";"CABA";"Rennie";"00299";false;;;;;0;0;false;false;false;true;false
"4077-1982";"0018085";"JADB";"CalmiplantSleep";"01982";false;;;;;0;0;false;false;false;true;false
"48181-1537";"8906075";"MCBBAA";"Ebvallo";"01537";true;;;;;0;0;true;false;false;true;false
"48249-4465";"8900193";"RAAA";"Esketamine Kalceks";"04465";false;;;;;0;0;false;true;false;true;false
"48215-4465";"0002584";"CAABD";"Pantoprazole Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"48199-612";"0004325";"EABA";"Metformin EG";"00612";false;;;;;0;0;false;false;false;true;false
"48223-4465";"0009720";"KAABCC";"Ceftriaxone Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"48207-3210";"0025981";"PDFB";"Filiop";"03210";false;;;"B";"B";0;0;false;false;false;true;false
"41129-3418";"8906737";"ALIB";"Myrosor";"03418";false;;;;;0;0;false;false;false;true;false
"48256-4465";"0000943";"AGAE";"Lisinopril Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"48231-4465";"0019141";"RACB";"Cisatracurium Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"44065-3418";"0025817";"LCBAA";"Yuflyma";"03418";false;;;;;0;0;false;false;false;true;false
"21642-1834";"0015636";"QAAA";"Polydexa";"01834";false;;;"c";"c";0;0;false;false;false;true;false
"48272-4465";"0016626";"RAEB";"Midazolam Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"48264-4465";"0019489";"KAACA";"Meropenem Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"48280-4465";"0001362";"AIAF";"Noradrenaline (Norepinephrine) Kalceks";"04465";false;;;"S";"S";0;0;false;false;false;true;false
"33456-3418";"0002253";"BBAE";"Idelvion";"03418";false;;;;;0;0;true;false;false;true;false
"9217-1289";"0001396";"AIAE";"Epipen";"01289";false;;;"S";"S";0;0;false;false;false;true;false
"48298-4465";"0002931";"CDBB";"Ondansetron Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"13904-141";"0001396";"AIAE";"Jext";"00141";false;;;"S";"S";0;0;false;false;false;true;false
"33092-117";"0025569";"AIAG";"Phenylephrine Aguettant";"00117";false;;;;;0;0;false;false;false;true;false
"9597-265";"0019091";"RAAB";"Etomidate-Lipuro";"00265";false;;;;;0;0;false;false;false;true;false
"20016-711";"0002931";"CDBB";"Ondansetron Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"12609-3244";"0019091";"RAAB";"Hypnomidate";"03244";false;;;;;0;0;false;false;false;true;false
"34108-265";"0019166";"RACD";"Rocuronium B. Braun";"00265";false;;;;;0;0;false;false;false;true;false
"14142-1446";"0019109";"RAAC";"Ketalar";"01446";false;;;;;0;0;false;true;false;true;false
"23648-711";"0019166";"RACD";"Rocuronium Bromide Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"45062-711";"0020925";"RAEA";"Dexmedetomidine Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"48314-943";"0004077";"DBBDA";"Bronchosedal Herbal";"00943";false;;;;;0;0;false;false;false;true;false
"48322-2469";"0018895";"LDACBA";"Bonjesta";"02469";false;;;;;0;0;false;false;false;true;false
"48330-3426";"0008326";"JDAA";"Atomoxetine Arega";"03426";false;;;;;0;0;false;false;false;true;false
"24513-3418";"0019430";"GCAB";"Sildenafil EG";"03418";false;;;;;0;0;false;false;false;true;false
"37960-3418";"0019448";"GCAC";"Tadalafil EG";"03418";false;;;;;0;0;false;false;false;true;false
"42788-3418";"8901308";"TACAD";"Lokelma";"03418";false;;;;;0;0;false;false;false;true;false
"48355-4465";"8901001";"MBCBA";"Imatinib Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"48363-4465";"8900789";"MCDA";"Lenalidomide Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"48348-2097";"8905127";"KDBA";"Beyfortus";"02097";true;;;;;0;0;false;false;false;true;false
"48371-1446";"8905697";"MCCA";"Elrexfio";"01446";true;;;;;0;0;false;false;false;true;false
